File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF637PDQ	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR936XTK	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF143-human	DNA					False	2016-07-28	ENCODE				2, 3							ENCFF544NXC	1139703	ENCODE Processing Pipeline	47f7aaea9f1832d8b708c0a83dcdd96a		https://www.encodeproject.org/files/ENCFF637PDQ/@@download/ENCFF637PDQ.bigBed	hg19			released		mild to moderate bottlenecking	mismatched file status		
ENCFF544NXC	bed narrowPeak	optimal idr thresholded peaks	ENCSR936XTK	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ZNF143-human	DNA					False	2016-07-28	ENCODE				2, 3							ENCFF001TDO, ENCFF114HTB, ENCFF405WZX, ENCFF648GNP	570474	ENCODE Processing Pipeline	b1e487a875b568f4b5945bd06240fbe7		https://www.encodeproject.org/files/ENCFF544NXC/@@download/ENCFF544NXC.bed.gz	hg19			released		mild to moderate bottlenecking	mismatched file status		
ENCFF587OVW	fastq	reads	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1	1	100		paired-ended	2	ENCFF340SQP		3389939928	Michael Snyder, Stanford	174dbe84a997e3cf69a41fd80067c7ca	SRA:SRR6213516	https://www.encodeproject.org/files/ENCFF587OVW/@@download/ENCFF587OVW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF349FFX/	released		mild to moderate bottlenecking			
ENCFF264WMA	fastq	reads	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2	1	100		paired-ended	1	ENCFF155GMC		1895006839	Michael Snyder, Stanford	9940e67521ed46c80a5d2f1748f34668	SRA:SRR6213517	https://www.encodeproject.org/files/ENCFF264WMA/@@download/ENCFF264WMA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF829GAK/	released		mild to moderate bottlenecking			
ENCFF155GMC	fastq	reads	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2	1	100		paired-ended	2	ENCFF264WMA		2340139486	Michael Snyder, Stanford	4fcf45af80e1f3786aada82f5a2c26c8	SRA:SRR6213517	https://www.encodeproject.org/files/ENCFF155GMC/@@download/ENCFF155GMC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF647DBV/	released		mild to moderate bottlenecking			
ENCFF340SQP	fastq	reads	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1	1	100		paired-ended	1	ENCFF587OVW		2841718954	Michael Snyder, Stanford	061b52b2c88751d3393a93b99bc06558	SRA:SRR6213516	https://www.encodeproject.org/files/ENCFF340SQP/@@download/ENCFF340SQP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF202OMW/	released		mild to moderate bottlenecking			
ENCFF790VVG	bam	unfiltered alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2			100				ENCFF155GMC, ENCFF264WMA, ENCFF643CGH	4240381409	ENCODE Processing Pipeline	1efd3425f6b890d1a01d990f4854d4ce		https://www.encodeproject.org/files/ENCFF790VVG/@@download/ENCFF790VVG.bam	GRCh38			released		mild to moderate bottlenecking			
ENCFF285ESK	bam	unfiltered alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2			100				ENCFF155GMC, ENCFF264WMA, ENCFF807MUK	4237317609	ENCODE Processing Pipeline	e5351e3f14688ae92bff72f1fdfe8bc1		https://www.encodeproject.org/files/ENCFF285ESK/@@download/ENCFF285ESK.bam	hg19			released		mild to moderate bottlenecking			
ENCFF145YKB	bam	unfiltered alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1			100				ENCFF340SQP, ENCFF587OVW, ENCFF643CGH	5899874914	ENCODE Processing Pipeline	67bf5c2a1dec465480fd8b23b773f207		https://www.encodeproject.org/files/ENCFF145YKB/@@download/ENCFF145YKB.bam	GRCh38			released		mild to moderate bottlenecking			
ENCFF431YXJ	bam	unfiltered alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1			100				ENCFF340SQP, ENCFF587OVW, ENCFF807MUK	5898109483	ENCODE Processing Pipeline	23e790c48d26d526a18de074a4b1ca1b		https://www.encodeproject.org/files/ENCFF431YXJ/@@download/ENCFF431YXJ.bam	hg19			released		mild to moderate bottlenecking			
ENCFF819AJF	bam	alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2			100				ENCFF155GMC, ENCFF264WMA, ENCFF807MUK	3095087806	ENCODE Processing Pipeline	1a44be4cc2de1ff105c55e592d6cead8		https://www.encodeproject.org/files/ENCFF819AJF/@@download/ENCFF819AJF.bam	hg19			released		mild to moderate bottlenecking			
ENCFF282GMA	bam	alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2			100				ENCFF155GMC, ENCFF264WMA, ENCFF643CGH	3098965398	ENCODE Processing Pipeline	f19cee6b5ddd4826c492163770be1328		https://www.encodeproject.org/files/ENCFF282GMA/@@download/ENCFF282GMA.bam	GRCh38			released		mild to moderate bottlenecking			
ENCFF342HIU	bam	alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1			100				ENCFF340SQP, ENCFF587OVW, ENCFF807MUK	3906480223	ENCODE Processing Pipeline	1cc83c1f8e693477806e4c860921f409		https://www.encodeproject.org/files/ENCFF342HIU/@@download/ENCFF342HIU.bam	hg19			released		mild to moderate bottlenecking			
ENCFF320FKI	bam	alignments	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1			100				ENCFF340SQP, ENCFF587OVW, ENCFF643CGH	3911940769	ENCODE Processing Pipeline	3e71393b3e373dc338c70fe9223b9a0e		https://www.encodeproject.org/files/ENCFF320FKI/@@download/ENCFF320FKI.bam	GRCh38			released		mild to moderate bottlenecking			
ENCFF766CJW	bed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF342HIU, ENCFF592WAL, ENCFF819AJF, ENCFF901CND	7212921	ENCODE Processing Pipeline	e3c92398dd689523b2ea67f443a0b4ce		https://www.encodeproject.org/files/ENCFF766CJW/@@download/ENCFF766CJW.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF826QYL	bigBed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF878DLA	13405105	ENCODE Processing Pipeline	6359cedf291b4ec0aacd6129fdc365be		https://www.encodeproject.org/files/ENCFF826QYL/@@download/ENCFF826QYL.bigBed	hg19			released		mild to moderate bottlenecking			
ENCFF946XRC	bigWig	signal p-value	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF592WAL, ENCFF819AJF	982500279	ENCODE Processing Pipeline	1ebf36eda527fc3f4f431c21496c8f3d		https://www.encodeproject.org/files/ENCFF946XRC/@@download/ENCFF946XRC.bigWig	hg19			released		mild to moderate bottlenecking			
ENCFF878DLA	bed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF342HIU, ENCFF901CND	6779574	ENCODE Processing Pipeline	7234d3b4a0de8c0f2e2bf90b6035ae20		https://www.encodeproject.org/files/ENCFF878DLA/@@download/ENCFF878DLA.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF241KMD	bed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF592WAL, ENCFF819AJF	6464014	ENCODE Processing Pipeline	2faeb82f0ea30ae9a270f9d2fa11cfb2		https://www.encodeproject.org/files/ENCFF241KMD/@@download/ENCFF241KMD.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF653AWK	bigWig	fold change over control	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF342HIU, ENCFF592WAL, ENCFF819AJF, ENCFF901CND	2084543669	ENCODE Processing Pipeline	1a53846dbb7eb63ad9ce72d26d1e521d		https://www.encodeproject.org/files/ENCFF653AWK/@@download/ENCFF653AWK.bigWig	hg19			released		mild to moderate bottlenecking			
ENCFF810CEL	bed narrowPeak	optimal idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF001TDO, ENCFF241KMD, ENCFF766CJW, ENCFF878DLA	755749	ENCODE Processing Pipeline	6f809f7b7c61d376d524f1789d35c3dd		https://www.encodeproject.org/files/ENCFF810CEL/@@download/ENCFF810CEL.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF095WDY	bigWig	fold change over control	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF592WAL, ENCFF819AJF	1042618718	ENCODE Processing Pipeline	968c44f263b577e0b1fc654f5f54eda6		https://www.encodeproject.org/files/ENCFF095WDY/@@download/ENCFF095WDY.bigWig	hg19			released		mild to moderate bottlenecking			
ENCFF411KYY	bigBed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF241KMD	13411899	ENCODE Processing Pipeline	89e233906bfa2276ac31fcc793ce4ed5		https://www.encodeproject.org/files/ENCFF411KYY/@@download/ENCFF411KYY.bigBed	hg19			released		mild to moderate bottlenecking			
ENCFF255HIR	bed narrowPeak	conservative idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF001TDO, ENCFF241KMD, ENCFF766CJW, ENCFF878DLA	617371	ENCODE Processing Pipeline	ea6af5b6ecf486717609213382a32a01		https://www.encodeproject.org/files/ENCFF255HIR/@@download/ENCFF255HIR.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF554LUB	bigWig	signal p-value	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF342HIU, ENCFF901CND	1296545620	ENCODE Processing Pipeline	b286d2cb9767ffd2a3694e0e1e697ae1		https://www.encodeproject.org/files/ENCFF554LUB/@@download/ENCFF554LUB.bigWig	hg19			released		mild to moderate bottlenecking			
ENCFF253KZC	bigWig	fold change over control	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF342HIU, ENCFF901CND	1232340055	ENCODE Processing Pipeline	a543001af08a7818ac21916ba720de3d		https://www.encodeproject.org/files/ENCFF253KZC/@@download/ENCFF253KZC.bigWig	hg19			released		mild to moderate bottlenecking			
ENCFF123MOV	bigWig	signal p-value	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF342HIU, ENCFF592WAL, ENCFF819AJF, ENCFF901CND	2122767080	ENCODE Processing Pipeline	bdd069c035bdd55334f5865045aef632		https://www.encodeproject.org/files/ENCFF123MOV/@@download/ENCFF123MOV.bigWig	hg19			released		mild to moderate bottlenecking			
ENCFF377VLA	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF255HIR	1203121	ENCODE Processing Pipeline	f3cd4a803f2a2d2ec618baff623c205c		https://www.encodeproject.org/files/ENCFF377VLA/@@download/ENCFF377VLA.bigBed	hg19			released		mild to moderate bottlenecking			
ENCFF495PUN	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF810CEL	1739117	ENCODE Processing Pipeline	7ae23c5156406830eca6957f3bb64937		https://www.encodeproject.org/files/ENCFF495PUN/@@download/ENCFF495PUN.bigBed	hg19			released		mild to moderate bottlenecking			
ENCFF302QHN	bigBed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF766CJW	13407835	ENCODE Processing Pipeline	b0f167af95cdf214d055f0fda7293add		https://www.encodeproject.org/files/ENCFF302QHN/@@download/ENCFF302QHN.bigBed	hg19			released		mild to moderate bottlenecking			
ENCFF801BDJ	bed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF320FKI, ENCFF666ATR	6755794	ENCODE Processing Pipeline	84d6cf153604240f4953e081689aedc2		https://www.encodeproject.org/files/ENCFF801BDJ/@@download/ENCFF801BDJ.bed.gz	GRCh38			released		mild to moderate bottlenecking			
ENCFF283XOA	bigBed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF801BDJ	13389237	ENCODE Processing Pipeline	380b85855ce1ca93c3050069df4b8856		https://www.encodeproject.org/files/ENCFF283XOA/@@download/ENCFF283XOA.bigBed	GRCh38			released		mild to moderate bottlenecking			
ENCFF871LEW	bigWig	signal p-value	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF282GMA, ENCFF322NTO	1082447093	ENCODE Processing Pipeline	adebe8f720af8d628815c78dd519d225		https://www.encodeproject.org/files/ENCFF871LEW/@@download/ENCFF871LEW.bigWig	GRCh38			released		mild to moderate bottlenecking			
ENCFF652WYR	bigWig	fold change over control	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF282GMA, ENCFF320FKI, ENCFF322NTO, ENCFF666ATR	2090462181	ENCODE Processing Pipeline	e1958b2f016e0fcc9cac6d090678e062		https://www.encodeproject.org/files/ENCFF652WYR/@@download/ENCFF652WYR.bigWig	GRCh38			released		mild to moderate bottlenecking			
ENCFF505WJT	bed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF282GMA, ENCFF320FKI, ENCFF322NTO, ENCFF666ATR	7251460	ENCODE Processing Pipeline	9573cdb76e94026b1911a53f2a1ec4db		https://www.encodeproject.org/files/ENCFF505WJT/@@download/ENCFF505WJT.bed.gz	GRCh38			released		mild to moderate bottlenecking			
ENCFF696BUG	bigBed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF608JBJ	13504146	ENCODE Processing Pipeline	8ad0fc4efa9015f4c7e22026edb1008e		https://www.encodeproject.org/files/ENCFF696BUG/@@download/ENCFF696BUG.bigBed	GRCh38			released		mild to moderate bottlenecking			
ENCFF297ICH	bigBed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF505WJT	13457441	ENCODE Processing Pipeline	4cbab36636fcd9270e83a6538a24f74a		https://www.encodeproject.org/files/ENCFF297ICH/@@download/ENCFF297ICH.bigBed	GRCh38			released		mild to moderate bottlenecking			
ENCFF449PTH	bigWig	signal p-value	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF320FKI, ENCFF666ATR	1131098769	ENCODE Processing Pipeline	dc3706fbb56e40c2552a14ab649970d4		https://www.encodeproject.org/files/ENCFF449PTH/@@download/ENCFF449PTH.bigWig	GRCh38			released		mild to moderate bottlenecking			
ENCFF105FEU	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF008DRS	1218611	ENCODE Processing Pipeline	74c821e2f7efdced7ecdeff7b5eeeba4		https://www.encodeproject.org/files/ENCFF105FEU/@@download/ENCFF105FEU.bigBed	GRCh38			released		mild to moderate bottlenecking			
ENCFF751ZVQ	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF531KOV	1769024	ENCODE Processing Pipeline	abb6ee59b0c5de36c43a23ce2550978f		https://www.encodeproject.org/files/ENCFF751ZVQ/@@download/ENCFF751ZVQ.bigBed	GRCh38			released		mild to moderate bottlenecking			
ENCFF592LFH	bigWig	fold change over control	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF282GMA, ENCFF322NTO	1041553684	ENCODE Processing Pipeline	4a876f826ef73168016ed376d3ed1289		https://www.encodeproject.org/files/ENCFF592LFH/@@download/ENCFF592LFH.bigWig	GRCh38			released		mild to moderate bottlenecking			
ENCFF608JBJ	bed narrowPeak	peaks and background as input for IDR	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				2							ENCFF282GMA, ENCFF322NTO	6533951	ENCODE Processing Pipeline	9fae5f643b76bcd891053d49fd98e799		https://www.encodeproject.org/files/ENCFF608JBJ/@@download/ENCFF608JBJ.bed.gz	GRCh38			released		mild to moderate bottlenecking			
ENCFF520UZK	bigWig	fold change over control	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1							ENCFF320FKI, ENCFF666ATR	1248209886	ENCODE Processing Pipeline	6a7fb480e18c6aef659cf7c84730d216		https://www.encodeproject.org/files/ENCFF520UZK/@@download/ENCFF520UZK.bigWig	GRCh38			released		mild to moderate bottlenecking			
ENCFF557EJS	bigWig	signal p-value	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF282GMA, ENCFF320FKI, ENCFF322NTO, ENCFF666ATR	2075949052	ENCODE Processing Pipeline	86784076b2e1939cd249855ee8ec0bd3		https://www.encodeproject.org/files/ENCFF557EJS/@@download/ENCFF557EJS.bigWig	GRCh38			released		mild to moderate bottlenecking			
ENCFF008DRS	bed narrowPeak	conservative idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF505WJT, ENCFF608JBJ, ENCFF801BDJ	628939	ENCODE Processing Pipeline	4d73da6aaf53801fc2bb3ad7c8f8533c		https://www.encodeproject.org/files/ENCFF008DRS/@@download/ENCFF008DRS.bed.gz	GRCh38			released		mild to moderate bottlenecking			
ENCFF531KOV	bed narrowPeak	optimal idr thresholded peaks	ENCSR514VYD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				NR2F1-human	DNA					False	2017-04-14	ENCODE				1, 2							ENCFF419RSJ, ENCFF505WJT, ENCFF608JBJ, ENCFF801BDJ	775327	ENCODE Processing Pipeline	ba5f88208427b6499d1bdacfed46b815		https://www.encodeproject.org/files/ENCFF531KOV/@@download/ENCFF531KOV.bed.gz	GRCh38			released		mild to moderate bottlenecking			
ENCFF398MUP	bam	unfiltered alignments	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				2			50				ENCFF324QQE, ENCFF807MUK	1435766476	ENCODE Processing Pipeline	a4ad57c1ae47331c0fd4b6a3d6e0c232		https://www.encodeproject.org/files/ENCFF398MUP/@@download/ENCFF398MUP.bam	hg19			released		antibody characterized with exemption, low read depth			
ENCFF219DUV	bam	unfiltered alignments	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1			50				ENCFF188ZWJ, ENCFF807MUK	1660693832	ENCODE Processing Pipeline	f8a168354c096c987b8d4fdc9c616bdb		https://www.encodeproject.org/files/ENCFF219DUV/@@download/ENCFF219DUV.bam	hg19			released		antibody characterized with exemption, low read depth			
ENCFF324QQE	fastq	reads	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				2	1	50		single-ended				1368984243	Richard Myers, HAIB	59792415893ff8582b26bb5c000f213e	SRA:SRR5331417	https://www.encodeproject.org/files/ENCFF324QQE/@@download/ENCFF324QQE.fastq.gz		Illumina HiSeq 2000	/files/ENCFF598SBH/	released		antibody characterized with exemption, low read depth			
ENCFF188ZWJ	fastq	reads	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1	1	50		single-ended				1579236809	Richard Myers, HAIB	25572ee0d8eaf426b361d167a316eedd	SRA:SRR5331416	https://www.encodeproject.org/files/ENCFF188ZWJ/@@download/ENCFF188ZWJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF381XXA/	released		antibody characterized with exemption, low read depth			
ENCFF262KHM	bam	alignments	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				2			50				ENCFF324QQE, ENCFF807MUK	1033909070	ENCODE Processing Pipeline	e03bd99038584a1d067d42071b11741d		https://www.encodeproject.org/files/ENCFF262KHM/@@download/ENCFF262KHM.bam	hg19			released		antibody characterized with exemption, low read depth			
ENCFF437VCI	bam	alignments	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1			50				ENCFF188ZWJ, ENCFF807MUK	1203001510	ENCODE Processing Pipeline	444dad331cc493aa1a3a0e1a0f91737c		https://www.encodeproject.org/files/ENCFF437VCI/@@download/ENCFF437VCI.bam	hg19			released		antibody characterized with exemption, low read depth			
ENCFF592UEL	bigWig	signal p-value	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1							ENCFF437VCI, ENCFF935ZWS	670826993	ENCODE Processing Pipeline	2366b2f7185baf6efe170fd672a40d7f		https://www.encodeproject.org/files/ENCFF592UEL/@@download/ENCFF592UEL.bigWig	hg19			released		antibody characterized with exemption, low read depth			
ENCFF254LCG	bed narrowPeak	peaks and background as input for IDR	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1, 2							ENCFF262KHM, ENCFF313NWV, ENCFF437VCI, ENCFF935ZWS	6925793	ENCODE Processing Pipeline	343b8c3847fd115c7e315e73b8dc2201		https://www.encodeproject.org/files/ENCFF254LCG/@@download/ENCFF254LCG.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF122XQS	bigWig	signal p-value	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1, 2							ENCFF262KHM, ENCFF313NWV, ENCFF437VCI, ENCFF935ZWS	1200944935	ENCODE Processing Pipeline	00492247b014270ea333d3eeffdf5ce6		https://www.encodeproject.org/files/ENCFF122XQS/@@download/ENCFF122XQS.bigWig	hg19			released		antibody characterized with exemption, low read depth			
ENCFF281NZH	bigWig	signal p-value	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				2							ENCFF262KHM, ENCFF313NWV	592925890	ENCODE Processing Pipeline	031b9f36ad67aca4863d88ee53be4d0a		https://www.encodeproject.org/files/ENCFF281NZH/@@download/ENCFF281NZH.bigWig	hg19			released		antibody characterized with exemption, low read depth			
ENCFF561DWH	bigWig	fold change over control	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1							ENCFF437VCI, ENCFF935ZWS	553671488	ENCODE Processing Pipeline	5a7b841af5e122598bafcd67d77a1021		https://www.encodeproject.org/files/ENCFF561DWH/@@download/ENCFF561DWH.bigWig	hg19			released		antibody characterized with exemption, low read depth			
ENCFF382LFK	bigBed narrowPeak	peaks and background as input for IDR	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				2							ENCFF050FWJ	12723242	ENCODE Processing Pipeline	9a621834d07a78058f4a2ee484e91e91		https://www.encodeproject.org/files/ENCFF382LFK/@@download/ENCFF382LFK.bigBed	hg19			released		antibody characterized with exemption, low read depth			
ENCFF021JVO	bigWig	fold change over control	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				2							ENCFF262KHM, ENCFF313NWV	509959307	ENCODE Processing Pipeline	14fde8f2b7f032a1d95e04a05cb99f2c		https://www.encodeproject.org/files/ENCFF021JVO/@@download/ENCFF021JVO.bigWig	hg19			released		antibody characterized with exemption, low read depth			
