CTCF	EP300	GABPA	MAFK	NFE2L2	REST
ZNF587B	3	0	5	0	0	1
ZNF587	3	0	4	0	0	1
ZNF814	3	0	3	0	0	1
ZNF417	4	0	3	0	0	1
ZNF418	3	0	1	0	0	1
ZNF256	3	0	1	0	0	1
ZNF606	2	0	1	0	0	1
ZSCAN1	1	0	1	0	0	0
ZNF135	1	0	1	0	0	0
ZSCAN18	1	0	1	0	0	1
ZNF329	3	0	2	0	0	1
ZNF274	3	0	2	0	0	1
ZNF544	3	0	5	2	1	3
ZNF8	7	0	6	2	2	4
ZSCAN22	8	0	8	5	2	3
ZNF497	7	0	8	5	2	3
ZNF837	8	0	10	6	2	3
RPS5	9	0	10	6	2	3
ZNF584	9	0	10	6	2	3
ZNF132	9	0	9	5	1	2
ZNF324B	9	1	9	6	2	2
ZNF324	9	2	11	7	3	1
ZNF446	8	4	15	7	3	1
ZBTB45	7	4	12	4	3	1
TRIM28	7	4	12	4	3	1
CHMP2A	7	4	11	4	3	1
UBE2M	7	4	11	4	3	1
MZF1	6	4	10	4	3	1
FAM110C	4	0	1	1	1	0
SH3YL1	5	0	1	0	0	0
ACP1	5	0	1	0	0	0
TMEM18	10	3	0	2	0	1
SNTG2	3	0	0	1	0	0
TPO	0	0	0	0	0	0
PXDN	9	2	0	1	0	1
TSSC1	5	1	3	0	0	1
TRAPPC12	5	1	3	0	0	1
ADI1	4	2	3	2	2	1
RNASEH1	3	2	3	2	2	1
RPS7	3	2	3	2	2	1
COLEC11	4	2	2	1	2	1
SOX11	0	0	0	0	0	0
CMPK2	2	0	0	0	0	0
RSAD2	1	0	0	0	0	0
RNF144A	2	0	0	0	0	0
ID2	4	3	1	2	2	1
KIDINS220	3	0	0	1	0	0
MBOAT2	1	0	0	1	1	0
ASAP2	5	5	3	3	1	1
CPSF3	4	2	1	1	1	1
ITGB1BP1	4	2	1	1	1	1
IAH1	4	4	2	2	2	1
ADAM17	3	4	1	2	2	1
YWHAQ	3	8	1	2	3	1
TAF1B	7	4	1	1	1	0
GRHL1	7	2	1	2	0	0
KLF11	12	2	2	2	1	1
CYS1	12	1	2	2	1	1
RRM2	12	1	2	1	1	1
HPCAL1	8	6	3	2	1	1
ODC1	4	7	5	5	2	3
NOL10	6	0	1	1	0	1
ATP6V1C2	9	0	2	1	0	1
PDIA6	14	1	2	0	0	2
KCNF1	10	1	2	0	0	2
C2orf50	5	0	0	1	0	0
PQLC3	5	0	0	1	0	0
ROCK2	4	5	0	4	1	0
E2F6	7	6	0	2	1	0
GREB1	7	2	0	1	0	2
LPIN1	13	5	3	5	1	4
TRIB2	0	0	0	0	0	0
FAM84A	0	0	0	0	0	1
NBAS	5	0	1	1	0	2
DDX1	5	0	1	1	0	2
MYCN	2	1	0	0	0	0
FAM49A	4	0	0	0	0	0
RAD51AP2	1	0	0	0	0	0
VSNL1	1	0	0	0	0	0
SMC6	4	0	1	0	0	0
GEN1	4	0	1	0	0	0
KCNS3	1	0	0	0	0	1
RDH14	1	0	0	1	0	0
OSR1	4	2	2	1	2	1
TTC32	3	2	2	1	1	1
WDR35	5	5	2	4	1	1
MATN3	8	4	1	4	0	0
LAPTM4A	9	3	1	4	0	0
SDC1	6	1	1	1	0	0
PUM2	7	3	2	2	1	1
RHOB	10	12	2	3	1	4
HS1BP3	8	6	3	3	1	0
APOB	4	0	0	0	0	0
KLHL29	6	2	0	1	0	2
ATAD2B	3	0	1	1	0	0
UBXN2A	3	0	1	1	0	0
MFSD2B	6	1	4	2	0	0
FKBP1B	5	1	4	1	2	0
FAM228B	6	1	4	1	2	0
TP53I3	6	1	4	1	2	0
PFN4	5	1	4	1	2	0
FAM228A	3	1	3	2	2	0
ITSN2	3	0	0	0	0	0
NCOA1	2	0	0	0	0	0
CENPO	6	1	0	1	1	2
PTRHD1	6	1	0	1	1	2
ADCY3	8	2	0	2	1	2
DNAJC27	7	2	1	2	1	2
EFR3B	6	1	1	2	1	2
POMC	6	0	0	0	0	1
DNMT3A	7	0	1	2	0	3
DTNB	4	0	0	1	0	0
ASXL2	6	1	1	1	0	0
KIF3C	7	6	0	6	2	1
RAB10	8	6	0	6	2	1
HADHA	5	1	0	1	0	1
HADHB	5	1	0	1	0	1
EPT1	3	1	0	2	0	1
DRC1	5	0	0	1	0	1
OTOF	8	0	0	0	0	1
C2orf70	8	0	0	0	0	1
KCNK3	5	6	1	3	2	2
SLC35F6	5	6	1	3	2	3
CENPA	5	6	1	3	2	3
DPYSL5	5	3	1	2	0	1
MAPRE3	8	4	3	2	1	2
TMEM214	12	4	5	4	1	2
AGBL5	11	4	5	4	2	2
OST4	12	4	5	4	2	3
EMILIN1	12	4	5	4	2	3
KHK	11	4	5	4	2	3
CGREF1	10	2	6	3	1	2
ABHD1	10	2	6	3	1	2
PREB	9	2	5	3	1	2
TCF23	9	2	5	3	1	2
ATRAID	8	0	1	1	3	3
SLC5A6	8	0	1	1	3	3
CAD	8	0	1	1	3	3
SLC30A3	8	1	5	1	3	3
TRIM54	9	1	6	1	3	3
MPV17	9	1	6	1	4	2
GTF3C2	9	1	6	1	4	3
EIF2B4	9	1	6	1	4	3
SNX17	9	1	6	1	4	3
ZNF513	7	1	6	1	4	3
PPM1G	5	1	6	0	2	2
NRBP1	5	0	5	0	2	1
KRTCAP3	5	0	5	0	2	1
IFT172	4	0	2	0	1	1
FNDC4	4	0	2	0	1	1
GCKR	4	0	2	0	1	1
ZNF512	2	0	3	2	0	0
GPN1	6	3	4	4	2	1
CCDC121	6	3	4	4	2	1
SLC4A1AP	7	4	5	4	2	1
SUPT7L	7	4	5	4	2	1
MRPL33	7	6	3	3	2	1
RBKS	2	8	3	1	0	4
BRE	2	8	3	1	0	4
FOSL2	5	13	0	3	2	2
PLB1	9	7	0	4	3	1
PPP1CB	3	4	0	1	3	0
SPDYA	2	4	1	1	2	2
TRMT61B	5	2	1	0	1	2
WDR43	5	3	1	1	1	3
CLIP4	3	6	0	2	3	1
ALK	2	0	0	0	0	3
YPEL5	7	0	0	1	0	1
LBH	3	1	0	0	0	1
LCLAT1	0	0	0	0	1	1
CAPN13	4	0	0	0	0	0
GALNT14	4	0	0	1	0	1
EHD3	3	0	0	2	0	0
XDH	5	1	0	2	0	0
MEMO1	2	1	2	2	1	0
DPY30	3	1	2	2	1	0
SPAST	3	1	2	2	1	0
SLC30A6	1	1	1	1	1	1
NLRC4	1	2	3	0	1	1
YIPF4	1	1	2	0	0	0
BIRC6	1	1	2	1	0	0
TTC27	1	0	1	0	0	0
LTBP1	3	1	0	0	0	0
RASGRP3	6	0	0	0	0	2
FAM98A	1	0	1	2	0	1
CRIM1	5	4	0	2	0	3
FEZ2	6	5	0	0	0	1
VIT	8	4	0	0	0	1
STRN	2	0	0	0	0	0
HEATR5B	3	0	1	2	0	0
GPATCH11	3	0	1	2	0	0
EIF2AK2	3	2	3	5	1	2
CEBPZ	3	2	3	3	1	3
NDUFAF7	3	2	3	3	1	3
PRKD3	5	2	3	3	0	3
QPCT	4	0	2	2	0	1
CDC42EP3	0	1	0	1	0	1
RMDN2	6	0	1	0	0	1
CYP1B1	3	4	3	2	2	0
ATL2	3	0	0	2	0	0
HNRNPLL	7	1	1	1	1	0
GALM	4	1	2	0	1	1
SRSF7	4	2	2	4	3	1
GEMIN6	4	2	3	4	3	2
DHX57	3	1	2	3	1	1
MORN2	3	1	2	3	1	1
SOS1	1	3	1	2	0	3
MAP4K3	2	0	0	3	1	0
TMEM178A	4	0	0	0	0	0
THUMPD2	3	0	0	0	0	1
SLC8A1	4	1	0	1	0	0
PKDCC	7	6	1	4	0	0
EML4	7	3	1	3	0	0
COX7A2L	7	0	0	1	0	0
KCNG3	4	0	0	1	0	0
MTA3	4	0	0	1	0	0
OXER1	7	1	1	1	1	1
HAAO	7	1	1	1	1	1
ZFP36L2	16	10	4	7	1	1
THADA	7	0	1	0	0	1
PLEKHH2	6	0	1	0	0	1
DYNC2LI1	0	0	1	1	0	0
LRPPRC	4	1	0	1	0	2
PPM1B	3	1	1	2	1	1
PREPL	2	1	1	1	0	0
CAMKMT	2	1	1	1	0	0
SIX3	9	0	0	2	1	1
SIX2	8	0	0	2	1	1
SRBD1	7	1	2	1	1	0
PRKCE	8	1	2	1	1	1
EPAS1	9	11	1	4	2	1
ATP6V1E2	9	3	1	1	0	0
RHOQ	9	3	1	1	0	0
PIGF	8	1	2	1	0	0
CRIPT	8	1	2	1	0	0
SOCS5	7	1	2	2	1	0
TTC7A	13	9	2	4	1	0
MCFD2	14	11	2	3	1	0
CALM2	5	6	2	2	2	1
EPCAM	6	4	2	1	0	1
MSH2	5	2	0	0	0	1
KCNK12	3	0	1	2	0	1
MSH6	1	0	1	0	0	0
FBXO11	1	0	0	0	0	0
FOXN2	0	1	0	3	1	0
PPP1R21	2	2	1	0	1	1
STON1-GTF2A1L	6	0	1	0	0	2
STON1	6	0	1	0	0	2
LHCGR	0	0	0	0	0	1
NRXN1	0	1	0	0	0	1
CHAC2	1	1	1	2	0	1
ERLEC1	1	1	1	2	0	1
ASB3	1	1	1	2	0	1
GPR75	1	1	1	2	0	1
GPR75-ASB3	1	1	1	2	0	1
PSME4	1	0	1	1	0	0
ACYP2	1	0	1	1	0	0
TSPYL6	3	0	0	0	0	0
C2orf73	2	0	0	0	0	0
SPTBN1	3	1	0	0	0	0
RTN4	4	6	2	2	5	3
RPS27A	3	3	2	1	1	2
CLHC1	3	3	2	1	1	2
MTIF2	1	2	2	1	1	2
CCDC88A	2	2	1	2	1	0
PNPT1	3	3	1	1	0	0
EFEMP1	2	9	0	8	1	0
CCDC85A	4	0	0	0	0	0
VRK2	1	0	0	0	0	0
FANCL	0	0	1	0	0	1
BCL11A	6	0	0	0	0	1
PAPOLG	5	0	0	0	0	0
REL	2	0	0	1	0	2
PEX13	0	0	1	3	0	1
PUS10	0	0	1	3	0	1
KIAA1841	1	0	2	2	0	0
C2orf74	1	0	2	0	0	0
AHSA2	1	1	2	0	0	0
USP34	1	0	1	0	1	1
XPO1	1	0	1	1	1	1
FAM161A	6	3	2	0	2	2
CCT4	5	1	0	0	1	2
COMMD1	5	1	0	0	1	2
B3GNT2	0	1	1	0	0	0
EHBP1	4	0	0	1	0	0
OTX1	3	0	0	0	0	0
MDH1	2	1	2	0	1	1
WDPCP	2	1	2	0	1	1
UGP2	2	3	2	2	1	0
VPS54	2	1	0	0	0	0
PELI1	2	0	1	0	0	0
LGALSL	5	1	1	3	0	1
AFTPH	6	2	1	3	0	0
SERTAD2	7	1	0	2	0	2
SLC1A4	13	2	1	0	0	2
CEP68	10	1	2	1	0	2
RAB1A	8	0	3	1	0	0
ACTR2	5	0	2	1	0	0
SPRED2	4	2	1	0	0	1
MEIS1	2	2	1	1	0	0
ETAA1	2	3	1	2	0	2
C1D	4	4	1	1	0	0
WDR92	7	4	2	2	0	0
PNO1	7	4	2	2	0	0
PPP3R1	6	3	1	3	0	1
CNRIP1	6	1	1	1	0	1
PLEK	6	1	0	1	0	1
FBXO48	3	1	0	0	1	0
APLF	3	1	0	0	1	0
ARHGAP25	7	2	0	0	0	0
BMP10	6	4	1	1	2	0
GKN2	6	3	2	4	2	1
ANTXR1	5	1	1	3	0	1
GFPT1	4	1	0	3	0	0
NFU1	3	0	0	1	0	0
ANXA4	6	1	1	2	0	0
AAK1	6	1	1	2	0	0
GMCL1	3	3	3	4	0	1
SNRNP27	2	3	3	2	0	1
MXD1	2	3	3	2	0	1
PCBP1	4	3	2	3	2	1
C2orf42	5	4	1	2	2	1
TIA1	7	3	3	1	1	1
PCYOX1	8	3	3	2	1	1
SNRPG	7	5	4	1	0	1
FAM136A	6	5	4	2	0	1
TGFA	8	2	0	3	1	1
ADD2	7	0	0	2	1	0
FIGLA	6	0	0	3	1	0
CLEC4F	7	0	0	2	1	0
VAX2	14	0	0	2	0	1
ATP6V1B1	16	0	1	2	0	1
ANKRD53	14	0	1	0	1	1
TEX261	14	0	1	0	1	1
MCEE	8	0	1	1	1	3
MPHOSPH10	8	0	1	1	1	3
PAIP2B	10	0	1	0	0	4
ZNF638	6	0	0	0	0	3
DYSF	9	0	0	2	1	0
CYP26B1	6	3	1	1	2	1
EXOC6B	9	0	1	2	0	5
SPR	10	0	1	1	0	5
EMX1	10	0	1	1	0	5
SFXN5	7	0	0	4	1	0
RAB11FIP5	9	0	0	4	2	0
NOTO	12	1	1	1	3	3
SMYD5	12	1	1	0	3	3
PRADC1	12	1	1	0	3	3
CCT7	12	1	1	0	3	3
FBXO41	10	1	1	0	3	3
EGR4	8	1	1	0	2	3
ALMS1	3	0	0	0	0	1
TPRKB	6	0	3	0	0	1
DUSP11	7	0	3	0	0	1
STAMBP	7	1	4	1	0	2
ACTG2	5	1	3	1	0	3
DGUOK	5	1	3	1	0	3
BOLA3	6	1	1	3	1	0
MOB1A	9	1	1	2	1	0
MTHFD2	9	1	1	2	1	0
SLC4A5	8	0	0	0	0	0
DCTN1	9	1	5	1	1	0
WDR54	11	1	6	1	1	0
RTKN	10	1	7	1	1	0
INO80B	12	1	7	2	1	0
WBP1	12	1	7	2	1	0
MOGS	12	1	7	2	1	0
TTC31	13	1	7	3	1	0
CCDC142	13	1	7	3	1	0
LBX2	12	1	7	3	1	0
PCGF1	12	1	7	3	1	0
TLX2	12	1	7	3	1	0
DQX1	12	1	7	3	1	0
HTRA2	12	1	7	3	1	0
AUP1	12	1	7	3	1	0
DOK1	12	1	7	3	1	0
LOXL3	12	1	7	3	1	0
M1AP	7	2	0	2	1	1
SEMA4F	7	2	0	2	1	1
HK2	5	2	0	1	1	0
POLE4	5	0	0	0	0	0
TACR1	2	0	0	1	0	1
EVA1A	8	0	0	3	0	2
MRPL19	8	0	1	3	0	2
GCFC2	4	0	1	3	0	1
LRRTM4	1	0	0	0	0	0
REG3G	2	0	0	0	0	0
CTNNA2	0	0	0	1	0	2
LRRTM1	3	0	0	0	0	0
SUCLG1	1	0	0	0	0	0
DNAH6	1	0	0	0	0	0
TRABD2A	8	7	2	7	1	3
TMSB10	8	7	2	5	1	3
KCMF1	8	5	2	3	1	2
TCF7L1	5	1	0	1	0	1
TGOLN2	13	2	3	0	1	1
RETSAT	14	4	3	1	2	1
ELMOD3	14	4	3	1	2	1
CAPG	9	7	4	2	3	1
MAT2A	9	6	3	2	2	3
GGCX	8	4	3	1	2	3
VAMP8	8	4	3	1	2	4
VAMP5	9	4	3	1	2	4
RNF181	9	4	3	1	2	4
TMEM150A	8	4	3	1	2	4
USP39	8	4	3	1	2	4
C2orf68	8	4	2	1	1	4
SFTPB	8	4	2	2	1	2
GNLY	10	5	2	2	1	2
ATOH8	14	5	0	1	1	1
ST3GAL5	9	1	0	2	0	0
POLR1A	4	0	1	1	2	2
PTCD3	4	0	1	1	2	2
IMMT	1	0	1	2	2	2
MRPL35	3	0	1	3	2	2
REEP1	7	0	0	3	0	1
KDM3A	6	3	0	3	0	0
CHMP3	1	0	1	1	0	0
RNF103	3	2	1	1	0	0
RMND5A	5	2	0	0	0	0
CD8A	2	0	0	0	0	0
KRCC1	2	0	2	0	0	0
THNSL2	5	0	0	0	0	0
EIF2AK3	6	3	2	3	0	0
RPIA	5	3	2	4	0	0
TEKT4	4	0	0	0	0	1
MAL	7	0	0	1	0	0
MRPS5	5	0	1	1	0	0
ZNF514	4	0	1	1	0	0
ZNF2	4	0	1	1	0	0
PROM2	7	1	0	1	0	2
KCNIP3	9	1	0	1	0	2
FAHD2A	9	1	0	1	0	1
ANKRD36C	3	0	0	1	0	0
DUSP2	5	2	0	2	1	0
STARD7	8	3	2	1	1	0
TMEM127	6	1	2	1	0	0
CIAO1	6	1	2	1	0	0
SNRNP200	5	1	2	1	0	0
ITPRIPL1	7	1	2	0	0	0
NCAPH	7	2	2	0	0	0
ARID5A	12	3	2	1	1	1
KANSL3	7	2	3	1	2	1
LMAN2L	5	3	0	1	1	2
CNNM4	7	3	0	1	1	2
CNNM3	9	2	1	2	0	2
ANKRD39	10	2	1	2	0	2
SEMA4C	9	2	1	2	0	2
ANKRD36	2	0	0	1	0	0
COX5B	8	0	2	1	1	0
ACTR1B	9	0	2	1	1	0
ZAP70	10	0	2	1	1	0
TMEM131	0	0	0	0	0	1
VWA3B	1	0	0	0	0	1
INPP4A	4	0	0	0	1	2
COA5	8	0	1	0	0	0
UNC50	8	0	1	0	0	0
MGAT4A	2	0	0	0	0	1
KIAA1211L	2	0	0	0	0	1
TSGA10	8	0	2	0	0	0
LIPT1	8	0	2	0	0	0
MITD1	6	0	2	0	0	0
MRPL30	6	0	2	0	0	0
TXNDC9	2	1	1	1	1	0
EIF5B	2	1	1	1	1	0
REV1	2	0	0	0	0	0
AFF3	2	0	0	0	0	1
LONRF2	9	2	0	0	2	0
CHST10	4	0	0	0	0	1
PDCL3	5	0	1	0	0	1
NPAS2	7	4	1	1	2	2
RPL31	7	3	2	2	1	1
TBC1D8	6	3	1	0	0	0
CNOT11	10	0	0	1	0	0
RNF149	7	3	0	2	0	1
CREG2	5	3	0	3	0	1
RFX8	6	0	0	1	0	1
MAP4K4	2	1	0	0	0	0
IL1R2	4	2	0	3	2	0
IL1R1	5	2	0	2	2	0
IL1RL2	7	2	1	1	1	1
IL1RL1	7	2	0	1	0	1
IL18R1	5	1	0	1	0	0
IL18RAP	5	0	0	1	0	0
SLC9A2	3	1	0	1	1	1
MFSD9	3	1	0	1	0	0
TMEM182	3	1	0	1	0	0
POU3F3	3	0	0	2	0	1
MRPS9	4	0	1	1	0	1
TGFBRAP1	9	4	1	1	1	1
C2orf49	8	4	1	1	0	1
FHL2	6	6	0	0	0	2
NCK2	1	0	0	0	0	0
UXS1	2	0	0	0	0	1
ST6GAL2	0	0	0	0	0	0
SULT1C2	1	0	0	0	0	0
SULT1C4	2	0	1	0	0	0
LIMS1	2	1	1	1	0	0
RANBP2	1	1	0	0	1	0
CCDC138	0	1	0	0	1	0
EDAR	6	3	0	1	0	0
SH3RF3	3	1	0	0	0	0
SEPT10	6	2	2	1	1	0
SOWAHC	6	2	2	1	1	0
RGPD5	2	1	0	0	0	0
MALL	3	2	1	1	1	0
NPHP1	3	1	0	1	1	0
BUB1	0	0	0	0	0	1
ACOXL	1	0	0	0	0	2
BCL2L11	3	0	0	2	1	0
ANAPC1	2	0	0	1	0	2
MERTK	2	0	0	1	0	2
TMEM87B	0	0	1	1	0	0
FBLN7	1	0	1	0	0	0
ZC3H8	3	0	0	0	0	0
ZC3H6	3	0	0	0	0	0
TTL	3	0	1	0	0	0
POLR1B	5	3	2	0	1	0
CHCHD5	5	6	2	1	1	0
SLC20A1	8	9	1	2	2	0
CKAP2L	5	6	0	3	3	0
IL1A	6	7	0	4	3	0
IL1B	2	4	0	3	2	0
IL36G	5	1	0	0	0	0
IL36A	5	0	0	0	0	1
IL36RN	6	0	0	0	0	1
IL1RN	7	1	0	1	0	1
PSD4	8	2	0	3	0	1
PAX8	5	2	0	3	0	0
RABL2A	1	0	0	0	0	0
SLC35F5	0	1	1	0	1	0
ACTR3	4	0	0	1	1	0
DPP10	0	0	0	0	0	1
DDX18	3	0	1	0	0	1
CCDC93	5	1	1	2	0	0
INSIG2	6	3	1	2	0	1
EN1	4	1	0	0	0	0
C1QL2	4	0	0	0	0	4
STEAP3	7	0	0	1	0	4
C2orf76	3	0	0	2	0	1
DBI	3	0	0	2	0	1
TMEM37	3	1	0	2	0	0
TMEM177	5	0	0	0	0	1
PTPN4	6	0	0	1	0	1
EPB41L5	0	0	0	2	0	0
TMEM185B	8	0	2	0	0	0
RALB	9	0	2	0	0	1
INHBB	6	0	1	0	0	1
GLI2	1	0	0	0	0	0
TFCP2L1	6	0	0	0	0	0
CLASP1	4	1	2	0	0	0
NIFK	4	1	2	0	0	0
TSN	4	1	2	0	0	0
GYPC	2	0	0	0	0	0
BIN1	9	2	0	2	1	1
CYP27C1	5	1	1	0	0	1
ERCC3	5	0	1	0	0	1
MAP3K2	3	2	1	0	1	1
PROC	4	2	0	1	2	1
IWS1	4	0	0	1	1	0
MYO7B	4	0	0	1	1	0
LIMS2	3	1	2	0	0	0
SFT2D3	2	1	2	0	0	0
WDR33	1	0	1	0	0	0
POLR2D	1	1	1	0	0	0
AMMECR1L	1	1	1	0	0	0
SAP130	1	1	2	0	0	1
UGGT1	2	0	2	0	1	1
MZT2B	1	0	0	0	0	0
SMPD4	1	0	0	0	0	0
CCDC115	5	1	1	0	0	1
PTPN18	5	1	1	0	0	1
AMER3	6	3	1	0	1	1
FAM168B	3	0	2	0	2	0
PLEKHB2	3	0	2	0	2	0
MZT2A	2	0	0	0	0	2
GPR39	2	0	2	2	0	1
LYPD1	1	0	0	1	0	0
NCKAP5	3	0	0	2	0	0
MGAT5	4	0	0	0	0	0
TMEM163	6	1	0	1	0	1
ACMSD	4	1	0	1	0	1
CCNT2	2	0	0	1	0	0
RAB3GAP1	2	0	0	1	0	1
ZRANB3	1	0	2	0	0	0
R3HDM1	1	0	2	0	0	0
UBXN4	6	0	0	0	0	0
MCM6	3	1	0	0	0	0
DARS	0	1	1	1	0	0
CXCR4	0	2	0	0	0	2
HNMT	5	3	0	3	0	0
SPOPL	0	2	1	1	0	0
LRP1B	2	2	0	3	2	0
KYNU	1	5	0	2	2	0
ARHGAP15	4	0	0	0	0	1
GTDC1	0	2	0	2	0	0
ZEB2	1	1	0	2	1	0
ACVR2A	1	0	1	1	1	0
MBD5	3	1	1	1	0	1
ORC4	3	1	1	1	0	1
EPC2	4	2	0	1	1	1
KIF5C	2	0	0	0	0	0
LYPD6B	3	0	0	1	2	1
LYPD6	4	1	0	3	0	0
MMADHC	3	0	1	1	0	0
RND3	2	2	0	3	0	0
RBM43	3	0	0	0	0	0
NMI	2	0	0	0	0	0
TNFAIP6	2	0	0	0	0	0
RIF1	2	0	0	0	0	0
ARL5A	2	0	0	0	0	1
CACNB4	11	0	1	1	0	0
STAM2	5	0	1	1	0	0
FMNL2	0	4	0	1	0	1
PRPF40A	3	0	0	2	0	0
ARL6IP6	3	0	0	2	0	0
RPRM	4	1	0	0	1	2
GALNT13	0	0	0	0	0	2
NR4A2	1	3	2	2	1	0
GPD2	1	2	1	2	2	0
GALNT5	4	2	0	1	0	1
ERMN	4	0	0	0	0	0
CYTIP	3	0	0	0	0	0
ACVR1C	1	0	0	0	0	1
ACVR1	1	0	1	0	0	0
UPP2	3	0	0	0	0	0
PKP4	1	0	0	3	0	0
DAPL1	3	3	0	0	0	1
TANC1	2	3	0	1	0	0
WDSUB1	1	3	0	0	1	0
BAZ2B	2	0	0	1	0	0
MARCH7	2	0	0	1	0	0
CD302	2	0	0	0	0	0
LY75	6	0	0	3	0	1
LY75-CD302	6	0	0	3	0	1
PLA2R1	5	0	0	3	0	1
ITGB6	6	4	0	1	1	1
RBMS1	1	0	0	0	0	0
TANK	1	1	1	1	1	0
PSMD14	1	1	1	0	0	0
TBR1	0	0	0	0	0	1
SLC4A10	3	0	0	0	0	1
DPP4	3	0	0	2	1	2
FAP	8	0	0	0	0	0
IFIH1	7	0	0	0	0	0
GCA	6	0	0	0	0	0
FIGN	0	1	0	0	0	2
GRB14	2	0	0	0	0	0
COBLL1	2	2	0	1	0	0
SLC38A11	3	1	0	0	0	0
SCN3A	3	0	1	0	0	1
SCN2A	3	0	1	0	0	1
CSRNP3	2	0	0	0	0	1
GALNT3	2	0	0	0	0	0
TTC21B	1	0	0	0	0	0
SCN9A	1	0	0	0	0	0
XIRP2	0	0	0	0	0	0
STK39	4	1	0	0	0	0
CERS6	1	0	0	0	0	0
NOSTRIN	2	0	0	1	0	1
SPC25	2	0	0	0	0	0
DHRS9	3	0	0	0	0	1
BBS5	2	0	1	1	0	1
KLHL41	2	0	2	1	0	1
FASTKD1	1	0	2	1	0	0
PPIG	1	0	2	1	0	0
CCDC173	2	0	1	0	0	0
PHOSPHO2	2	0	1	0	0	0
KLHL23	3	0	2	0	0	0
SSB	3	0	1	0	0	0
METTL5	3	0	1	0	0	0
UBR3	3	0	1	0	0	0
MYO3B	1	0	0	0	0	0
SP5	1	1	0	2	0	2
GAD1	4	1	0	1	0	2
GORASP2	7	0	1	1	0	1
TLK1	2	0	0	2	1	1
DCAF17	2	0	1	2	0	1
METTL8	2	0	1	2	0	1
CYBRD1	5	0	1	0	0	1
DYNC1I2	2	0	1	0	0	0
SLC25A12	3	0	1	0	0	0
HAT1	2	0	1	0	0	0
METAP1D	2	1	1	0	0	0
DLX1	4	1	0	1	0	0
DLX2	4	1	0	1	0	0
ITGA6	2	1	1	1	0	1
PDK1	3	0	0	1	1	0
RAPGEF4	5	1	0	1	0	0
CDCA7	2	0	0	1	0	0
SP3	3	1	2	0	0	0
OLA1	4	0	0	1	0	0
CIR1	3	0	2	0	0	0
SCRN3	3	0	2	0	0	0
GPR155	3	0	2	1	1	0
WIPF1	8	0	0	0	0	0
CHRNA1	5	0	0	0	0	0
CHN1	2	0	0	0	0	0
ATF2	4	0	0	1	0	0
ATP5G3	4	0	0	1	0	0
KIAA1715	5	0	0	0	0	0
EVX2	7	0	0	0	0	0
HOXD13	7	0	0	0	0	0
HOXD12	7	0	0	0	0	0
HOXD11	7	0	0	0	0	0
HOXD10	7	0	0	0	0	0
HOXD9	7	0	0	0	0	0
HOXD8	7	0	0	0	0	0
HOXD3	7	0	0	0	0	0
HOXD1	6	0	1	0	0	0
MTX2	0	0	1	1	0	0
HNRNPA3	9	8	2	3	1	3
NFE2L2	8	9	2	4	1	2
AGPS	4	1	0	2	0	0
TTC30B	1	0	2	0	0	0
TTC30A	4	0	2	1	0	0
PDE11A	1	0	2	0	0	1
RBM45	1	0	2	0	0	1
OSBPL6	2	0	1	0	0	1
PRKRA	3	0	1	1	0	0
DFNB59	3	0	1	1	0	0
FKBP7	3	0	1	1	0	0
PLEKHA3	3	0	1	1	0	0
CCDC141	2	0	0	0	0	1
SESTD1	3	1	0	1	2	0
ZNF385B	4	0	0	0	0	0
CWC22	2	0	1	0	0	0
UBE2E3	4	0	0	2	0	1
ITGA4	2	0	0	1	0	0
CERKL	4	0	0	1	0	3
SSFA2	1	4	0	2	0	0
PPP1R1C	1	2	0	2	0	0
PDE1A	0	1	0	0	0	1
DNAJC10	6	1	0	0	0	0
FRZB	3	0	0	0	0	0
NCKAP1	3	0	1	3	1	1
DUSP19	3	0	1	3	1	1
NUP35	3	0	1	2	1	1
ZNF804A	0	0	0	1	0	0
FSIP2	0	0	0	1	0	0
ZC3H15	1	0	0	1	0	1
ITGAV	1	0	1	4	0	0
FAM171B	1	0	0	3	0	0
CALCRL	2	2	0	0	0	0
TFPI	4	2	1	0	0	0
GULP1	2	0	0	0	0	0
COL3A1	1	1	0	0	0	0
COL5A2	1	3	0	1	0	0
WDR75	3	0	0	3	2	0
SLC40A1	5	1	1	3	3	0
ASNSD1	8	1	1	1	1	0
OSGEPL1	7	3	4	1	1	0
PMS1	5	3	3	1	1	0
ORMDL1	5	3	3	1	1	0
MSTN	5	0	0	1	0	1
C2orf88	3	0	0	0	0	0
HIBCH	6	0	1	2	0	0
INPP1	6	0	1	3	0	0
MFSD6	5	0	1	4	0	0
NAB1	1	1	0	2	0	0
GLS	2	1	0	0	0	0
STAT1	3	3	2	2	0	2
STAT4	6	0	0	0	1	1
MYO1B	5	0	0	0	1	1
NABP1	3	2	0	2	0	0
SDPR	3	3	0	1	1	0
TMEFF2	3	0	0	0	0	0
SLC39A10	1	2	0	0	0	0
DNAH7	3	0	0	0	0	1
STK17B	2	0	0	0	0	0
HECW2	3	1	1	3	0	0
CCDC150	3	1	1	3	0	0
GTF3C3	3	0	1	0	0	0
PGAP1	2	0	0	0	0	0
ANKRD44	3	0	0	1	0	0
SF3B1	3	2	5	3	0	0
COQ10B	3	2	5	3	0	0
HSPE1	1	2	5	3	0	0
HSPD1	1	2	5	3	0	0
