ATF2	ELF1	ETV6	IKZF1	IKZF2	IRF3	IRF5	NFATC1	NR2F1	PAX8	PKNOX1	RUNX3	STAT1	STAT5A	TCF12
ELAC2	0	1	0	2	1	1	0	0	1	0	2	4	1	0	1
HS3ST3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX10	0	2	1	1	0	0	0	0	1	0	3	2	1	1	0
HS3ST3B1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
PMP22	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
TVP23C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM16	0	2	0	1	1	0	1	0	0	0	3	0	0	0	0
ADORA2B	2	3	0	2	2	0	0	2	1	0	2	3	0	1	1
TTC19	3	3	0	3	2	1	0	3	3	0	2	3	0	1	1
ZSWIM7	3	3	0	3	2	1	0	3	3	0	2	3	0	1	1
NCOR1	2	2	1	5	3	0	0	1	3	0	0	4	1	1	0
PIGL	2	2	1	5	3	0	0	1	3	0	0	4	1	1	0
CENPV	0	1	0	7	2	1	0	0	2	0	1	5	1	0	0
TRPV2	4	4	2	15	13	1	0	4	8	0	4	15	3	2	0
ZNF287	1	3	0	2	1	2	0	0	0	0	1	5	0	0	0
ZNF624	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
CCDC144A	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
TNFRSF13B	14	7	6	20	18	1	0	7	4	1	6	24	1	2	10
MPRIP	1	2	0	3	3	1	0	0	0	0	1	4	0	0	1
PLD6	2	2	0	4	1	1	1	0	4	0	0	7	1	0	2
FLCN	1	3	0	3	1	1	1	0	4	0	1	4	2	0	2
COPS3	1	5	0	1	1	1	1	0	0	0	3	4	2	0	1
NT5M	1	4	0	1	0	0	0	0	0	0	3	3	1	0	0
MED9	0	1	0	0	0	0	0	0	1	0	0	3	1	0	0
RASD1	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0
PEMT	1	2	0	2	0	1	0	0	1	0	2	1	1	2	0
RAI1	4	8	2	12	7	0	0	3	9	0	3	10	1	2	0
SREBF1	4	3	1	5	3	0	0	1	9	0	4	6	0	1	1
TOM1L2	0	1	0	1	2	1	0	0	3	0	4	3	0	0	1
ATPAF2	1	5	1	3	2	1	0	0	3	0	2	4	0	1	1
GID4	1	5	1	3	2	1	0	0	3	0	2	4	0	1	1
DRG2	0	4	1	1	2	1	0	0	3	0	2	3	0	1	1
ALKBH5	2	4	0	5	3	0	1	1	4	2	5	4	2	0	3
LLGL1	2	5	0	4	1	1	1	1	7	2	5	4	3	0	4
FLII	1	4	0	2	0	1	0	1	5	0	3	1	1	0	3
MIEF2	1	4	0	2	0	1	0	1	5	0	3	1	1	0	3
TOP3A	0	2	1	3	3	2	0	0	2	0	0	1	0	0	0
SMCR8	0	2	1	3	3	2	0	0	2	0	0	1	0	0	0
SHMT1	0	2	1	7	5	2	0	0	4	0	1	3	0	0	0
LGALS9C	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0
TRIM16L	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TVP23B	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1
PRPSAP2	4	2	2	8	3	1	0	4	2	0	3	5	0	2	1
FAM83G	0	1	0	3	0	0	0	2	3	0	1	2	0	1	0
MAPK7	2	2	0	2	2	1	0	1	5	0	2	6	0	0	0
B9D1	2	2	0	2	2	1	0	1	5	0	2	6	0	0	0
MFAP4	2	2	0	2	2	1	0	1	5	0	2	6	0	0	0
RNF112	2	2	0	2	2	1	0	1	4	0	2	5	0	0	0
SLC47A1	2	0	0	0	2	0	0	0	1	0	0	3	1	1	0
ALDH3A2	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0
ALDH3A1	1	0	0	1	0	0	0	2	3	0	0	3	0	0	0
ULK2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AKAP10	0	2	2	1	2	0	0	0	4	0	0	1	0	0	0
SPECC1	0	2	2	1	2	0	0	0	4	0	0	1	0	0	0
CCDC144NL	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
USP22	4	3	2	5	3	0	0	1	2	0	3	7	2	0	1
DHRS7B	0	4	2	5	3	1	0	1	3	0	4	6	0	0	0
TMEM11	0	2	1	1	1	0	1	0	1	0	1	4	1	0	0
MAP2K3	1	5	2	3	2	1	0	0	6	0	2	4	0	1	5
KCNJ12	1	1	0	3	2	0	0	1	3	0	2	4	0	1	2
C17orf51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WSB1	4	4	1	7	7	1	0	1	4	0	4	9	0	2	1
KSR1	6	8	5	17	12	1	1	6	8	2	7	9	1	3	3
LGALS9	0	3	0	3	1	0	0	0	4	0	2	2	0	0	0
LYRM9	0	2	0	4	1	0	0	0	1	0	1	2	0	0	1
NLK	4	2	0	4	3	1	0	2	1	0	4	7	0	1	2
TMEM97	4	3	0	3	0	1	0	1	3	0	4	4	2	0	0
IFT20	3	5	0	2	0	1	0	1	1	0	4	4	2	1	0
TNFAIP1	3	5	0	2	0	1	0	1	1	0	4	4	2	1	0
TMEM199	3	6	0	2	0	1	0	0	3	0	3	5	2	1	0
POLDIP2	3	6	0	2	0	1	0	0	3	0	3	5	2	1	0
VTN	3	5	0	2	0	1	0	0	3	0	3	4	2	1	0
SLC46A1	1	4	0	0	0	0	0	0	3	0	1	3	2	1	0
SLC13A2	1	3	1	1	5	0	0	0	2	0	2	4	0	0	0
FOXN1	3	8	1	6	9	0	0	0	4	0	4	10	0	0	0
UNC119	4	8	1	8	5	1	0	2	3	0	6	10	0	0	0
PIGS	4	8	1	8	5	1	0	3	3	0	5	9	0	0	0
ALDOC	4	8	1	8	5	1	0	3	3	0	5	9	0	0	0
SPAG5	4	10	1	10	6	2	0	3	2	0	6	10	0	0	1
KIAA0100	2	6	1	5	1	2	0	5	0	0	3	6	0	0	1
SDF2	1	5	1	3	1	1	0	4	1	0	3	5	0	0	1
SUPT6H	1	5	1	3	1	1	0	4	1	0	3	5	0	0	1
PROCA1	13	13	6	11	8	0	1	7	7	2	5	11	2	7	3
RAB34	12	11	5	12	10	0	1	5	7	2	5	10	2	7	3
TLCD1	12	11	5	12	10	0	1	5	7	2	5	10	2	7	3
NEK8	12	11	5	12	10	0	1	5	7	2	5	10	2	7	3
TRAF4	12	11	5	12	10	0	1	5	7	2	5	10	2	7	3
FAM222B	3	9	1	4	2	1	0	1	0	0	6	7	2	0	1
ERAL1	5	13	1	8	6	2	0	1	3	2	8	11	3	2	3
FLOT2	6	11	1	9	6	1	0	1	5	2	7	12	3	2	2
DHRS13	7	15	1	13	7	2	1	2	7	3	8	15	4	3	2
PHF12	3	6	1	5	3	2	1	1	7	3	6	8	2	2	1
SEZ6	0	1	1	1	1	0	0	0	1	0	2	2	0	0	0
PIPOX	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
MYO18A	2	8	0	5	5	0	0	0	6	0	4	9	1	0	1
NUFIP2	2	2	0	2	1	1	0	0	3	1	1	1	1	1	0
TAOK1	1	4	0	2	1	0	1	1	2	0	2	1	0	0	0
ABHD15	0	6	0	2	1	0	0	0	6	0	3	14	0	3	1
TP53I13	0	7	0	2	1	0	0	0	6	0	4	17	0	3	1
GIT1	0	7	0	2	1	0	0	0	7	0	4	18	0	3	1
ANKRD13B	0	7	0	2	1	0	0	0	7	0	4	18	0	3	1
CORO6	0	6	0	2	0	0	0	0	5	0	3	13	0	3	0
EFCAB5	1	3	0	3	3	0	0	3	0	0	3	3	0	0	0
SSH2	1	3	0	3	3	0	0	3	0	0	3	3	0	0	0
NSRP1	2	3	0	5	3	0	1	1	2	0	1	6	0	1	0
SLC6A4	3	1	0	3	2	0	0	1	2	0	2	5	0	3	0
BLMH	1	1	1	3	2	0	0	0	2	0	3	5	0	0	1
CPD	5	3	1	4	4	0	0	1	5	0	4	7	0	0	2
GOSR1	1	1	0	2	0	1	0	0	0	1	1	0	0	1	0
CRLF3	3	4	1	3	3	0	0	1	1	1	5	6	1	0	0
ATAD5	2	4	1	3	2	0	0	0	1	1	4	5	1	0	0
TEFM	1	1	0	1	1	1	0	1	2	0	1	2	2	2	0
ADAP2	1	2	0	6	3	1	0	1	6	0	1	5	2	2	0
RNF135	0	3	0	5	2	0	0	0	4	0	1	5	0	1	0
NF1	2	2	0	4	5	0	0	0	4	0	0	4	0	0	1
EVI2B	5	2	0	7	7	0	0	2	2	2	5	6	0	0	0
EVI2A	5	2	0	7	7	0	0	2	2	2	5	6	0	0	0
RAB11FIP4	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
COPRS	2	1	0	3	3	0	0	0	1	0	2	5	0	0	1
UTP6	2	2	0	3	2	1	0	1	1	0	3	4	0	0	1
SUZ12	2	2	0	3	2	1	0	1	0	0	3	4	0	0	1
LRRC37B	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0
RHOT1	0	2	0	4	2	0	0	0	1	0	1	2	1	0	0
C17orf75	3	4	0	3	3	1	0	2	4	1	4	4	5	1	0
ZNF207	3	4	0	3	3	1	0	2	4	1	4	4	5	1	0
PSMD11	2	4	1	3	2	1	0	1	4	0	2	5	2	0	2
CDK5R1	8	11	7	12	11	1	0	5	12	1	5	15	3	4	6
MYO1D	2	5	0	12	8	0	0	2	4	0	3	12	0	1	2
TMEM98	0	1	1	6	2	0	0	0	1	0	1	4	0	0	1
CCL2	0	0	0	3	1	0	0	0	1	0	0	2	0	0	0
CCL7	0	0	0	3	1	0	0	0	1	0	0	2	0	0	0
CCL1	1	1	2	4	3	0	0	0	1	0	2	3	0	0	2
CCT6B	1	2	0	1	0	0	0	0	1	0	0	4	2	2	1
ZNF830	1	2	0	1	0	0	0	0	1	0	0	4	2	2	1
LIG3	1	2	0	1	0	0	0	0	2	0	0	5	2	2	1
RFFL	3	9	2	14	8	0	0	2	8	0	7	15	1	3	3
RAD51D	2	7	3	9	4	0	0	1	5	0	5	10	1	3	1
NLE1	0	2	2	3	1	0	0	0	1	0	2	2	1	1	0
UNC45B	0	2	2	3	1	0	0	0	1	0	2	2	1	1	0
SLFN5	0	1	1	4	3	0	0	0	0	0	4	3	0	0	0
SLFN11	3	2	0	3	2	0	0	2	3	0	0	2	0	3	1
SLFN12	4	2	0	6	4	0	1	0	4	0	0	5	0	0	0
SLFN13	5	3	0	9	5	0	1	0	4	0	0	7	0	0	0
SLFN12L	5	3	0	10	5	0	1	0	3	0	1	8	0	0	0
PEX12	3	4	3	10	4	1	1	0	1	0	4	7	1	2	0
AP2B1	2	4	3	8	4	1	1	0	1	0	4	7	1	2	0
RASL10B	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
MMP28	1	2	0	1	2	1	0	2	1	0	1	4	2	0	0
TAF15	1	2	0	1	2	1	0	2	1	0	1	3	2	0	0
CCL5	2	2	2	10	5	0	0	2	3	0	0	6	0	0	1
RDM1	1	2	0	11	5	0	0	1	3	0	1	7	1	0	1
CCL14	1	2	0	8	4	0	0	1	4	0	2	4	0	1	2
CCL15	1	1	0	8	4	0	0	1	4	0	2	3	0	1	2
CCL23	1	1	0	8	4	0	0	1	4	0	2	3	0	1	2
CCL18	5	5	2	13	9	0	1	1	6	0	4	8	1	1	5
CCL3	8	6	4	20	13	0	1	1	7	0	4	13	1	1	5
CCL4	8	6	4	21	14	0	1	1	7	0	4	14	1	1	5
ZNHIT3	1	3	1	2	4	1	0	1	0	0	2	3	1	0	0
MYO19	2	6	1	6	4	1	0	1	3	0	4	6	1	1	0
PIGW	2	6	1	6	4	1	0	1	3	0	4	6	1	1	0
GGNBP2	4	5	1	5	2	0	0	2	5	0	4	7	0	2	0
DHRS11	5	5	0	5	1	0	0	2	6	0	3	9	0	2	0
MRM1	4	2	0	1	1	0	0	2	3	0	1	6	0	1	0
LHX1	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0
AATF	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0
ACACA	4	3	0	6	3	0	0	0	3	0	1	4	0	0	1
TADA2A	4	3	0	6	3	0	0	0	3	0	1	4	0	0	1
DUSP14	1	3	0	3	2	0	0	0	2	0	1	2	0	1	1
SYNRG	0	2	1	1	0	0	0	1	1	0	3	4	1	0	1
DDX52	0	2	1	1	0	0	0	1	2	0	3	5	1	0	1
HNF1B	3	3	2	13	11	0	1	0	8	1	3	9	0	1	4
MRPL45	0	1	0	3	2	0	0	0	3	0	2	1	1	0	1
SOCS7	1	2	0	1	1	0	0	0	2	0	1	2	0	0	0
ARHGAP23	0	0	0	1	1	0	0	0	0	0	0	3	0	0	1
SRCIN1	2	4	1	9	4	0	0	1	5	0	1	6	0	3	0
C17orf96	6	8	5	22	12	0	1	5	11	0	3	10	0	2	3
MLLT6	7	11	8	24	17	1	1	6	16	0	5	13	1	2	3
CISD3	5	10	7	19	15	1	1	6	12	0	3	9	1	1	3
PCGF2	5	10	7	18	15	1	1	6	12	0	3	9	1	1	3
PSMB3	4	9	5	15	13	1	0	7	10	0	2	11	1	3	2
PIP4K2B	3	4	1	4	5	1	0	4	5	0	2	10	1	2	0
CWC25	5	6	0	7	4	0	0	6	10	1	2	14	4	5	2
RPL23	6	6	1	8	4	0	0	4	10	1	2	11	5	6	2
LASP1	6	6	1	8	4	0	0	4	10	1	2	10	5	6	2
FBXO47	0	0	1	0	2	0	0	0	0	0	2	1	0	0	0
PLXDC1	4	4	0	9	4	1	0	0	3	0	1	5	3	1	0
CACNB1	3	5	0	9	3	1	0	1	3	0	1	9	3	1	1
RPL19	3	5	0	9	3	1	0	1	3	0	1	9	3	1	1
FBXL20	2	2	0	1	0	0	1	0	2	0	2	2	0	0	0
MED1	5	5	0	2	1	0	2	0	2	0	4	4	2	1	0
CDK12	4	4	0	2	1	0	2	0	1	0	3	3	2	1	0
NEUROD2	0	5	0	0	0	0	0	0	3	0	2	3	1	0	0
PPP1R1B	0	6	0	5	1	0	0	0	7	0	2	3	2	0	1
STARD3	0	6	0	6	1	0	0	0	7	0	3	4	2	0	1
PNMT	1	7	0	8	1	1	0	0	8	0	3	6	2	2	2
PGAP3	1	4	0	8	1	1	0	0	7	0	1	5	1	2	3
ERBB2	1	4	0	8	1	1	0	0	7	0	1	5	1	2	3
MIEN1	7	7	3	16	12	1	0	4	12	1	5	14	1	5	7
GRB7	7	7	3	15	12	1	0	4	12	1	5	14	1	5	7
IKZF3	5	5	4	11	14	0	0	2	9	2	2	10	1	2	2
GSDMB	3	3	1	9	9	1	0	0	7	0	2	5	2	1	0
ORMDL3	3	3	1	9	9	1	0	0	7	0	2	5	2	1	0
GSDMA	4	3	2	9	6	1	0	1	6	0	2	6	3	1	1
PSMD3	2	2	1	3	2	1	0	1	2	0	0	5	3	0	1
CSF3	1	2	1	1	1	2	0	2	1	1	1	4	3	1	1
MED24	2	5	3	6	4	3	0	1	5	1	3	8	2	2	0
THRA	2	8	3	7	7	3	0	1	6	1	5	12	3	2	0
NR1D1	4	9	5	10	9	3	0	2	9	3	6	13	2	2	0
MSL1	5	9	5	10	10	2	0	2	9	4	6	14	2	1	0
CASC3	5	9	5	9	10	2	0	2	7	4	6	13	2	0	0
RAPGEFL1	4	2	0	6	6	1	0	1	3	4	2	5	1	2	0
WIPF2	2	1	0	3	3	1	0	0	2	1	1	1	0	2	0
CDC6	5	5	4	11	6	1	0	2	9	0	3	14	0	3	1
RARA	5	8	4	12	6	1	0	2	11	0	4	16	0	3	1
TOP2A	0	2	1	4	4	1	0	0	0	1	1	6	0	0	1
IGFBP4	0	3	2	6	6	1	0	0	1	1	2	7	0	0	1
TNS4	3	6	7	15	12	0	1	1	6	0	4	9	0	0	2
CCR7	16	20	15	35	31	2	2	18	19	0	13	25	2	13	13
SMARCE1	8	10	4	15	12	1	1	6	8	1	9	9	0	3	7
KRT222	3	5	1	8	6	1	0	3	1	1	4	5	0	1	3
KRT24	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0
KRT27	1	1	2	0	0	0	0	0	0	0	1	1	0	0	2
TMEM99	1	1	2	0	0	0	0	0	0	0	1	1	0	0	2
KRT10	1	1	2	0	0	0	0	0	0	0	1	1	0	0	2
KRT12	4	1	4	1	1	0	0	0	1	0	1	3	0	1	0
KRT20	3	0	2	1	1	0	0	0	1	0	0	2	0	1	0
KRTAP3-2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
KRTAP2-3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
KRTAP4-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
KRT31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT13	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0
KRT15	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0
KRT19	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0
KRT14	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0
KRT16	0	1	0	2	1	0	1	0	0	0	0	3	1	0	0
KRT17	1	2	0	7	5	0	2	0	6	0	2	7	4	0	2
EIF1	2	6	0	14	9	1	2	1	8	0	5	13	4	4	3
GAST	2	5	0	12	8	1	1	1	8	0	5	11	4	4	3
HAP1	1	3	0	4	0	1	0	1	1	0	3	2	0	4	1
JUP	0	3	0	1	0	1	0	0	3	0	2	2	0	0	1
FKBP10	0	3	0	1	0	1	0	0	3	0	3	1	0	0	1
NT5C3B	0	3	0	0	0	1	0	0	4	0	2	2	0	0	1
KLHL11	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0
ACLY	1	4	0	7	3	0	0	0	3	0	2	5	0	1	3
CNP	1	4	0	9	4	0	0	0	3	0	5	7	0	1	3
NKIRAS2	0	4	0	5	6	0	0	0	6	0	7	9	1	0	1
DNAJC7	0	4	0	5	6	0	0	0	6	0	7	9	1	0	1
DHX58	0	5	0	1	2	1	0	0	4	0	3	8	0	0	1
KAT2A	0	5	0	1	1	1	0	0	4	0	2	7	0	0	1
RAB5C	0	8	3	4	3	2	0	0	7	0	3	10	1	1	2
KCNH4	0	4	3	4	3	2	0	0	6	0	2	7	1	1	2
GHDC	0	4	3	4	3	2	0	0	6	0	2	6	1	1	2
STAT5B	2	5	0	5	5	0	0	1	2	1	0	9	0	0	0
STAT5A	3	5	1	7	8	0	1	2	4	1	1	11	0	1	1
STAT3	4	4	2	9	5	1	0	2	6	0	3	8	1	1	2
PTRF	7	6	3	10	8	1	1	2	4	0	5	8	1	2	3
ATP6V0A1	4	2	1	5	6	0	1	1	3	0	3	4	0	1	2
NAGLU	4	10	0	6	4	3	2	1	11	0	6	14	2	1	2
COASY	5	12	0	6	6	3	3	1	12	0	7	15	3	1	2
MLX	5	12	0	5	5	3	3	1	11	0	7	14	3	1	2
PSMC3IP	7	11	2	7	6	3	3	2	13	0	5	14	5	1	3
TUBG1	5	6	3	11	9	1	2	3	9	0	4	10	4	1	3
FAM134C	5	6	3	11	9	1	2	3	9	0	4	10	4	1	3
TUBG2	4	4	6	14	12	1	1	4	10	0	4	17	4	3	5
PLEKHH3	2	3	4	12	9	1	0	3	7	0	3	15	1	3	4
CCR10	2	3	4	12	9	1	0	3	7	0	3	15	1	3	4
CNTNAP1	2	3	4	12	9	1	0	3	7	0	3	15	1	3	4
EZH1	3	2	2	6	4	1	0	2	4	0	3	6	1	4	1
RAMP2	3	3	1	5	2	1	0	0	3	0	2	5	1	2	0
VPS25	4	3	1	5	2	1	0	0	3	0	3	4	1	2	0
WNK4	4	4	2	6	3	1	0	0	4	0	3	4	1	2	0
COA3	5	6	2	7	3	1	0	0	6	0	4	3	1	4	0
BECN1	4	4	1	4	2	0	0	0	4	0	2	2	0	3	0
PSME3	3	4	1	2	1	0	0	0	3	0	2	1	0	2	0
AOC2	3	4	1	2	1	0	0	0	3	0	2	1	0	2	0
AARSD1	2	7	6	10	3	1	0	1	3	0	3	6	1	2	1
PTGES3L	3	7	3	9	3	1	0	1	3	0	4	7	1	2	1
PTGES3L-AARSD1	3	7	3	9	3	1	0	1	3	0	4	7	1	2	1
RUNDC1	3	7	3	9	3	1	0	1	3	0	4	7	1	2	1
RPL27	3	7	3	9	3	1	0	1	3	0	4	7	1	2	1
IFI35	3	7	3	9	3	1	0	1	3	0	4	7	1	2	1
VAT1	2	6	3	7	3	1	0	1	3	0	3	6	1	2	1
RND2	2	6	3	7	3	1	0	1	3	0	3	6	1	2	1
BRCA1	1	5	1	7	3	2	0	0	3	1	3	4	2	1	0
NBR1	1	7	1	8	4	2	0	0	3	1	3	6	2	1	0
TMEM106A	2	10	3	10	4	3	2	2	5	1	3	7	3	3	1
ARL4D	3	5	3	6	6	1	1	4	2	2	5	6	1	2	2
DHX8	3	2	1	2	2	0	0	0	2	0	3	2	1	1	1
ETV4	2	1	0	6	4	0	0	0	3	0	4	3	2	0	0
MEOX1	0	3	0	7	4	0	0	0	3	0	3	4	2	0	0
SOST	0	3	0	4	3	1	0	0	6	1	1	2	1	0	1
DUSP3	0	2	0	3	1	0	0	0	4	1	1	2	0	0	1
MPP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
NAGS	1	2	1	1	0	1	0	1	2	0	1	2	1	1	0
TMEM101	1	4	1	3	1	1	0	1	4	0	2	3	1	1	2
LSM12	0	3	0	3	2	0	0	0	2	0	3	4	0	0	3
G6PC3	0	3	0	3	2	0	0	0	2	0	3	4	0	0	3
HDAC5	0	3	0	6	3	0	0	0	0	0	4	7	2	0	2
C17orf53	1	4	0	7	4	0	0	0	2	0	5	7	2	0	2
ASB16	2	11	1	8	4	0	0	0	6	0	7	10	2	2	1
TMUB2	4	11	2	10	3	0	0	0	6	0	6	13	1	3	0
ATXN7L3	5	11	3	8	3	0	0	0	6	0	5	14	0	4	0
UBTF	5	12	3	8	3	0	0	0	6	0	5	12	0	4	0
SLC4A1	4	7	3	7	2	0	0	0	4	0	1	9	0	2	0
RUNDC3A	3	7	5	7	6	0	0	1	8	0	5	9	3	1	3
SLC25A39	3	7	5	7	6	0	0	1	10	0	5	9	3	1	3
GRN	2	6	4	5	5	0	0	1	8	0	5	7	3	1	3
FAM171A2	3	7	5	7	6	0	0	2	8	0	5	9	3	1	3
ITGA2B	4	4	6	7	6	0	0	3	5	0	2	7	0	1	2
GPATCH8	2	2	1	1	1	0	0	0	1	0	3	1	0	0	0
FZD2	0	1	1	1	1	0	0	0	0	0	2	2	0	0	0
CCDC43	2	2	0	2	2	0	0	0	1	0	1	3	0	0	0
DBF4B	2	2	0	2	2	0	0	0	1	0	1	3	0	0	0
ADAM11	1	0	0	1	1	0	0	0	0	0	3	2	0	0	0
GJC1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
HIGD1B	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
EFTUD2	3	2	2	0	0	1	1	0	3	0	2	5	1	0	0
CCDC103	3	2	2	0	0	1	1	0	3	0	2	5	1	0	0
GFAP	3	2	2	0	0	1	1	0	3	0	2	5	1	0	0
KIF18B	3	2	2	0	0	1	1	0	4	0	3	5	1	0	0
C1QL1	2	1	1	0	0	0	0	0	2	0	2	3	0	0	0
DCAKD	4	6	1	6	5	1	1	5	9	1	1	8	0	2	1
NMT1	4	6	1	6	5	1	1	5	9	1	1	8	0	2	1
PLCD3	5	8	0	8	5	4	1	3	8	3	4	10	2	5	4
ACBD4	5	8	0	8	5	4	1	3	8	3	4	10	2	5	4
HEXIM2	5	9	0	9	5	4	1	3	9	3	4	10	3	5	4
FMNL1	5	8	2	7	2	0	0	6	9	0	5	8	1	3	3
ARHGAP27	1	7	2	10	7	0	0	1	9	0	3	7	0	1	1
PLEKHM1	0	3	0	2	2	0	0	0	4	0	2	1	0	0	0
MAPT	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0
KANSL1	4	3	1	1	2	3	0	2	4	0	5	10	2	0	1
WNT3	1	1	0	0	0	0	0	0	1	0	2	2	0	0	0
WNT9B	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0
GOSR2	1	2	1	0	0	0	1	1	1	0	2	4	1	2	0
RPRML	0	2	1	1	2	0	0	1	0	0	0	6	0	2	1
CDC27	4	5	2	7	5	0	0	0	2	1	3	7	2	2	1
MYL4	4	6	3	11	6	0	0	0	3	1	3	9	2	2	1
ITGB3	6	5	7	14	8	0	0	3	8	1	6	11	1	5	2
EFCAB13	4	4	3	7	7	0	0	3	4	2	5	9	0	7	2
NPEPPS	0	0	0	2	3	1	0	0	1	0	3	0	0	0	0
KPNB1	1	6	1	4	3	2	0	4	4	0	3	6	0	0	2
TBKBP1	1	6	1	14	10	2	2	5	18	0	7	15	0	1	2
TBX21	0	2	0	12	8	0	2	2	14	0	5	10	0	1	0
OSBPL7	0	3	1	2	1	0	0	1	3	0	3	3	0	3	0
MRPL10	0	3	1	2	1	0	0	1	3	0	3	3	0	3	0
LRRC46	0	3	1	2	1	0	0	1	3	0	3	3	0	3	0
SCRN2	0	3	1	2	1	0	0	1	4	0	3	3	0	3	0
SP6	1	5	1	4	2	1	0	1	6	0	5	4	0	3	1
SP2	2	4	0	4	1	2	0	0	4	0	4	3	0	0	1
PNPO	3	6	0	5	2	3	0	0	6	0	7	6	1	0	2
PRR15L	3	5	0	5	3	2	0	0	5	0	4	7	1	0	1
CDK5RAP3	3	5	0	5	3	2	0	0	5	0	4	8	1	0	1
COPZ2	4	6	0	6	6	3	0	1	2	1	4	10	1	0	1
NFE2L1	3	6	0	6	6	3	0	1	2	1	4	10	1	0	1
CBX1	3	3	0	7	5	2	0	1	1	1	6	8	3	1	1
SNX11	3	3	0	6	4	2	0	1	1	1	6	7	3	1	1
SKAP1	4	6	4	10	7	0	0	1	9	1	5	15	0	3	2
HOXB2	1	3	1	12	9	0	0	0	6	0	3	6	1	1	2
HOXB3	0	8	1	9	5	1	0	0	6	0	3	6	2	0	1
HOXB4	0	8	1	9	5	1	0	0	6	0	3	6	2	0	1
HOXB5	1	8	1	6	4	1	0	0	6	0	3	7	2	0	1
HOXB6	1	7	1	5	2	1	0	0	4	0	4	7	2	0	1
HOXB7	1	7	1	5	2	1	0	0	4	0	3	7	2	0	1
HOXB8	1	7	1	5	1	1	0	0	2	0	2	7	2	0	1
HOXB9	1	7	1	5	1	1	0	0	2	0	2	7	2	0	1
HOXB13	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0
CALCOCO2	3	5	1	8	6	0	0	1	6	0	1	9	0	0	1
ATP5G1	1	3	0	7	4	1	0	1	6	0	3	10	1	4	1
UBE2Z	1	5	1	8	4	1	0	2	7	0	3	11	1	4	1
SNF8	1	4	1	4	2	0	0	2	4	0	1	6	0	2	0
IGF2BP1	0	1	0	2	0	0	0	1	1	0	0	2	0	0	0
B4GALNT2	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
ABI3	5	9	7	15	12	1	0	4	7	2	4	15	0	5	0
GNGT2	5	9	7	15	12	1	0	4	7	2	4	15	0	5	0
PHOSPHO1	5	8	7	14	12	1	0	4	7	2	4	14	0	5	0
ZNF652	4	4	2	6	4	0	0	1	1	0	1	9	0	3	1
PHB	2	2	2	1	0	1	0	0	1	0	1	6	2	0	0
NGFR	1	0	1	2	2	0	0	2	1	0	2	2	1	0	1
NXPH3	1	1	0	4	3	0	0	0	6	0	2	4	1	0	1
SPOP	4	5	1	8	8	1	1	2	2	0	4	7	2	2	2
SLC35B1	8	9	3	12	11	1	1	4	6	0	4	13	2	4	4
FAM117A	4	6	4	9	6	2	0	2	4	1	3	10	0	3	4
KAT7	4	6	4	9	6	2	0	2	4	1	3	9	0	3	4
DLX4	1	2	0	3	1	0	0	0	2	0	0	0	0	0	1
DLX3	1	2	0	3	1	0	0	0	2	0	0	0	0	0	1
