tf	him	genes	status
MGA	k562_341	AK5;AK5;AGL;ELK4;DPM3	random
MGA	k562_341	FUBP1;CRYZ;ATXN7L2;KDM5B;NOTCH2NL	random
MGA	k562_341	GIPC2;FPGT-TNNI3K;CLCC1;LEMD1;PSMD4	random
MGA	k562_341	MSH4;FPGT-TNNI3K;GNAI3;PPP2R5A;RAB13	random
MGA	k562_341	PIGK;MSH4;GSTM2;SOX13;RPS27	random
MGA	k562_341	RABGGTB;PRKACB;GSTM2;SYT2;S100A16	random
MGA	k562_341	WLS;TYW3;HENMT1;ZC3H11A;SNAPIN	random
MGA	k562_349	AKR7A2;PQLC2;CAPZB;NBL1;NIPAL3;OTUD3;STPG1;TMCO4;UBXN10	real
MGA	k562_349	ARL8A;ADAR;BLZF1;ARID4B;ALDH9A1	random
MGA	k562_349	CHI3L1;AQP10;C1orf112;B3GALNT2;APOA2	random
MGA	k562_349	CSRP1;FAM189B;DCAF6;C1orf131;ARHGAP30	random
MGA	k562_349	KDM5B;PSMD4;DCAF6;COG2;CD244	random
MGA	k562_349	NEK7;SCNM1;MPC2;EXOC8;CD84	random
MGA	k562_349	PTPRC;SCNM1;SELL;FAM89A;FCGR2A	random
MGA	k562_349	TIMM17A;SELENBP1;TBX19;NTPCR;FCRLA	random
MGA	k562_349	TMEM183A;TMEM79;TNFSF18;TBCE;NDUFS2	random
MGA	k562_349	UBE2T;TRIM46;TNFSF18;TTC13;PBX1	random
MGA	k562_352	BATF2;CAPN1;CDC42EP2;DPF2;EHBP1L1;FAU;MRPL49;ZNHIT2;LTBP3;POLA2;SCYL1;VPS51	real
MGA	k562_352	CPSF7;ATL3;BBS1;BAD;ANO9	random
MGA	k562_352	DAGLA;C11orf84;BRMS1;CCDC88B;CD151	random
MGA	k562_352	DDB1;FERMT3;CD248;DNAJC4;CEND1	random
MGA	k562_352	FADS1;MACROD1;CNIH2;ESRRA;CHID1	random
MGA	k562_352	FADS3;MARK2;DPP3;FKBP2;CHID1	random
MGA	k562_352	FADS3;NAA40;PACS1;PRDX5;IFITM3	random
MGA	k562_352	FEN1;NUDT22;RBM14;PYGM;PHRF1	random
MGA	k562_352	MYRF;OTUB1;RBM14-RBM4;PYGM;PKP3	random
MGA	k562_352	SYT7;PLCB3;RBM4;RPS6KA4;RPLP2	random
MGA	k562_352	TMEM138;PPP1R14B;SF3B2;STIP1;SIGIRR	random
MGA	k562_352	TMEM258;RTN3;SLC29A2;STIP1;SLC25A22	random
MGA	k562_352	VWCE;STIP1;ZDHHC24;TEX40;TMEM80	random
MGA	k562_374	AS3MT;BLOC1S2;CHUK;CNNM1;COX15;CUTC;CWF19L1;ENTPD7;ERLIN1;GOT1;HPSE2;SLC25A28	real
MGA	k562_374	ADAMTS14;CAMK1D;AKR1C1;ADK;ARHGAP22	random
MGA	k562_374	AIFM2;CDC123;AKR1C2;ADK;C10orf128	random
MGA	k562_374	EIF4EBP2;DHTKD1;AKR1E2;CHCHD1;C10orf71	random
MGA	k562_374	H2AFY2;MCM10;ANKRD16;ECD;DRGX	random
MGA	k562_374	P4HA1;MEIG1;ASB13;MICU1;ERCC6	random
MGA	k562_374	PALD1;NUDT5;FBXO18;NDST2;GDF10	random
MGA	k562_374	PRF1;PROSER2;IL15RA;NUDT13;LRRC18	random
MGA	k562_374	PSAP;PRPF18;IL2RA;PLAU;MAPK8	random
MGA	k562_374	SLC29A3;SEC61A2;KLF6;PPP3CB;OGDHL	random
MGA	k562_374	TSPAN15;UPF2;PFKFB3;SEC24C;SGMS1	random
MGA	k562_374	TYSND1;USP6NL;RBM17;SGPL1;VSTM4	random
MGA	k562_374	UNC5B;USP6NL;SFMBT2;VCL;WDFY4	random
MGA	k562_376	AKAP9;ANKIB1;KRIT1;ARPC1A;FAM133B;PDK4;PEX1;RBM48;PON2;SAMD9;SEMA3E	real
MGA	k562_376	DLD;C7orf31;AIMP2;CALU;CALN1	random
MGA	k562_376	FAM185A;CBX3;AP5Z1;CCDC136;GATSL2	random
MGA	k562_376	ORAI2;CREB5;FBXL18;FLNC;GSAP	random
MGA	k562_376	ORC5;HIBADH;FOXK1;IMPDH1;GTF2IRD1	random
MGA	k562_376	PIK3CG;HOXA11;PMS2;KLF14;HSPB1	random
MGA	k562_376	PMPCB;HOXA4;RBAK;KLHDC10;MLXIPL	random
MGA	k562_376	RELN;HOXA9;RBAK-RBAKDN;METTL2B;NSUN5	random
MGA	k562_376	SRPK2;OSBPL3;RPA3;PLXNA4;RFC2	random
MGA	k562_376	TFEC;SCRN1;SLC29A4;ST7;SLC25A40	random
MGA	k562_376	VGF;SUGCT;SNX13;STRIP2;TMEM60	random
MGA	k562_376	ZCWPW1;WIPF3;SNX8;ZNF800;ZP3	random
MGA	k562_435	CBFA2T2;CHD6;LPIN3;NCOA3;PLCG1;TOP1;ZHX3;ZMYND8;ZSWIM1	real
MGA	k562_435	APMAP;EPB41L1;C20orf195;C20orf196;ASXL1	random
MGA	k562_435	CD93;MAFB;COL9A3;ESF1;EIF2S2	random
MGA	k562_435	CHMP4B;PLTP;CTSZ;MACROD2;MANBAL	random
MGA	k562_435	KIF3B;RBL1;GMEB2;NAA20;MYL9	random
MGA	k562_435	NAPB;TMEM189-UBE2V1;LAMA5;NDUFAF5;RBM39	random
MGA	k562_435	PYGB;TOMM34;LSM14B;RRBP1;RPRD1B	random
MGA	k562_435	SLC24A3;TP53RK;NPEPL1;SNRPB2;SLC35C2	random
MGA	k562_435	XRN2;WISP2;PTGIS;SPTLC3;SYS1	random
MGA	k562_435	ZNF133;ZNF335;TUBB1;TASP1;ZNF341	random
MGA	k562_436	CD40;CDH22;CTSA;NEURL2;ELMO2;NCOA5;NFATC2;PCIF1;PFDN4;PLTP;RNF114;SLC12A5;SLC2A10;SLC35C2;SLC9A8;SNAI1;TMEM189;TMEM189-UBE2V1;TP53RK;ZNF217;ZNF334;ZNF335	real
MGA	k562_436	ARFRP1;ADA;CHD6;ADA;ARFGAP1	random
MGA	k562_436	C20orf195;BPI;FITM2;BCAS4;C20orf195	random
MGA	k562_436	C20orf197;CHD6;HNF4A;DBNDD2;CDH4	random
MGA	k562_436	CABLES2;DHX35;IFT52;KCNG1;CTCFL	random
MGA	k562_436	CTCFL;L3MBTL1;KCNK15;NCOA3;FAM210B	random
MGA	k562_436	DNAJC5;LPIN3;L3MBTL1;OCSTAMP;FAM210B	random
MGA	k562_436	FAM210B;MAFB;MAFB;PABPC1L;GATA5	random
MGA	k562_436	GMEB2;MANBAL;MROH8;PIGT;GID8	random
MGA	k562_436	GNAS;MYBL2;OSER1;PREX1;GMEB2	random
MGA	k562_436	NELFCD;NDRG3;PLCG1;PTGIS;GNAS	random
MGA	k562_436	PCK1;PLCG1;RBL1;SERINC3;KCNQ2	random
MGA	k562_436	PPP1R3D;PPP1R16B;RPRD1B;SLPI;NPEPL1	random
MGA	k562_436	PSMA7;RALGAPB;SDC4;STK4;OSBPL2	random
MGA	k562_436	RAB22A;RPRD1B;SDC4;SYS1;PPP4R1L	random
MGA	k562_436	RAE1;SAMHD1;SLPI;TOMM34;RBM38	random
MGA	k562_436	RTFDC1;SLA2;SRSF6;TOX2;RTFDC1	random
MGA	k562_436	SOX18;SRC;TGM2;TOX2;STMN3	random
MGA	k562_436	SS18L1;TGIF2;TOMM34;UBE2C;SYCP2	random
MGA	k562_436	STX16;TGIF2;TOP1;WISP2;TAF4	random
MGA	k562_436	TNFRSF6B;TOP1;TOX2;ZFP64;TCFL5	random
MGA	k562_436	VAPB;TTI1;TTI1;ZFP64;TFAP2C	random
MGA	k562_436	ZBTB46;YWHAB;ZHX3;ZMYND8;VAPB	random
MGA	k562_451	C2orf68;CHMP3;IMMT;MRPL35;KDM3A;MAT2A;POLR1A;PTCD3;REG3G;RMND5A;RNF103;RNF181;TMEM150A;USP39;RPIA;ST3GAL5;THNSL2;VAMP8	real
MGA	k562_451	ATRAID;BRE;CEBPZ;ACSL3;ABCA12	random
MGA	k562_451	BRE;C2orf70;CYP1B1;ASIC4;CHPF	random
MGA	k562_451	C2orf70;DNMT3A;DHX57;BCS1L;CRYBA2	random
MGA	k562_451	CAD;EPT1;EIF2AK2;CNPPD1;CTDSP1	random
MGA	k562_451	DTNB;FNDC4;FEZ2;CXCR1;DNPEP	random
MGA	k562_451	FNDC4;GALNT14;GALM;DNAJB2;DOCK10	random
MGA	k562_451	IFT172;HS1BP3;GEMIN6;DNPEP;FAM134A	random
MGA	k562_451	KHK;IFT172;GPATCH11;GLB1L;NHEJ1	random
MGA	k562_451	KIF3C;KHK;HEATR5B;IGFBP2;OBSL1	random
MGA	k562_451	LBH;MPV17;HNRNPLL;IKZF2;PECR	random
MGA	k562_451	MAPRE3;NRBP1;NDUFAF7;NHEJ1;RPL37A	random
MGA	k562_451	PLB1;OST4;PKDCC;OBSL1;SLC4A3	random
MGA	k562_451	PPM1G;PREB;RMDN2;SLC4A3;SPEG	random
MGA	k562_451	RAB10;RAB10;SOS1;STK11IP;STK11IP	random
MGA	k562_451	RHOB;SLC4A1AP;SRSF7;STK36;TTLL4	random
MGA	k562_451	SLC5A6;SPDYA;STRN;TNS1;TUBA4A	random
MGA	k562_451	SNX17;TCF23;THUMPD2;TUBA4A;WNT10A	random
MGA	k562_451	WDR43;TRMT61B;YIPF4;ZFAND2B;ZNF142	random
MGA	k562_456	ATE1;CTBP2;FAM175B;FAM53B;FGFR2;METTL10;NSMCE4A;PTPRE;TACC2	real
MGA	k562_456	ACTA2;BNIP3;ANKRD16;AKR1C1;ANAPC16	random
MGA	k562_456	CYP26A1;DOCK1;ATP5C1;AKR1E2;CAMK2G	random
MGA	k562_456	FFAR4;INPP5A;CELF2;ASB13;COMTD1	random
MGA	k562_456	FRA10AC1;LRRC27;IL15RA;FAM208B;DDX50	random
MGA	k562_456	HECTD2;MGMT;IL2RA;GATA3;DNAJB12	random
MGA	k562_456	IDE;MKI67;KIN;IL2RA;OIT3	random
MGA	k562_456	PCGF5;NKX6-2;NUDT5;PRKCQ;PPA1	random
MGA	k562_456	PDLIM1;STK32C;PFKFB3;SFMBT2;SAMD8	random
MGA	k562_456	SLC35G1;VENTX;SFMBT2;USP6NL;SEC24C	random
MGA	k562_457	ADPRHL2;CSF3R;FOXJ3;LSM10;MAP7D1;TRAPPC3;OSCP1;RIMKLA	real
MGA	k562_457	DRAXIN;BCAS2;APITD1;HHAT;DCLRE1B	random
MGA	k562_457	FBXO44;CEPT1;CLCNKB;IRF6;PTPN22	random
MGA	k562_457	KCNAB2;CHI3L2;DFFA;LAMB3;SLC16A1	random
MGA	k562_457	KIAA2013;DENND2D;DNAJC16;PM20D1;SLC16A1	random
MGA	k562_457	NOL9;IGSF3;EFHD2;RCOR3;SPAG17	random
MGA	k562_457	THAP3;LAMTOR5;FBXO42;TMCC2;TTF2	random
MGA	k562_457	TNFRSF8;LAMTOR5;NECAP2;TRAF5;WARS2	random
MGA	k562_457	TNFRSF9;SLC22A15;TARDBP;TRAF5;WARS2	random
MGA	k562_458	AHDC1;DNALI1;EVA1B;FGR;LAPTM5;MEAF6;MRPS15;PUM1;SERINC2;SH3D21;SNRNP40;ZCCHC17;ZC3H12A	real
MGA	k562_458	BCAR3;CITED4;CCDC28B;C1orf228;CDC42BPA	random
MGA	k562_458	C1orf52;CSF3R;EIF3I;DMAP1;CDC42BPA	random
MGA	k562_458	CDC7;DPH2;EYA3;DMBX1;DEGS1	random
MGA	k562_458	DR1;ERI3;FAM76A;DMRTA2;ESRRG	random
MGA	k562_458	GBP3;FOXO6;GJA4;DMRTA2;HHIPL2	random
MGA	k562_458	GBP5;KCNQ4;KIAA0319L;IPP;MARC1	random
MGA	k562_458	GNG5;MACF1;LIN28A;PPT1;MARC2	random
MGA	k562_458	ODF2L;MAST2;MAP7D1;PTCH2;NVL	random
MGA	k562_458	PKN2;MKNK1;PSMB2;RAD54L;PSEN2	random
MGA	k562_458	RPAP2;MMACHC;STK40;RPS8;PYCR2	random
MGA	k562_458	RPF1;MYCL;STK40;SMAP2;RRP15	random
MGA	k562_458	TTLL7;PRDX1;STX12;TAL1;SUSD4	random
MGA	k562_458	ZNF326;ZSWIM5;TXLNA;ZMPSTE24;TAF1A	random
MGA	k562_459	ANLN;KIAA0895;EEPD1;JAZF1;NPC1L1;UBE2D4;URGCP;YKT6	real
MGA	k562_459	ABCB8;FKBP9;CEP41;CALD1;CD36	random
MGA	k562_459	ATG9B;GARS;FAM3C;EPHB6;EIF4H	random
MGA	k562_459	BPGM;HOXA13;FOXP2;KLRG2;EIF4H	random
MGA	k562_459	EPHB6;HOXA6;KLF14;TMEM140;GTPBP10	random
MGA	k562_459	EZH2;NOD1;METTL2B;TMUB1;POM121C	random
MGA	k562_459	HIPK2;STK17A;SND1;ZNF425;POR	random
MGA	k562_459	TRPV5;SUGCT;ST7;ZNF786;RSBN1L	random
MGA	k562_459	ZNF777;YAE1D1;STRIP2;ZYX;TMEM60	random
MGA	k562_463	ABHD4;BCL2L2;PPP1R3E;C14orf93;CDH24;CEBPE;DTD2;FOXG1;OXA1L;PABPN1;SLC7A7;SLC7A8	real
MGA	k562_463	ACOT4;ARHGAP5;EIF2S1;BRMS1L;ANG	random
MGA	k562_463	ACTN1;CHMP4A;FCF1;C14orf28;ARHGEF40	random
MGA	k562_463	ACYP1;DHRS4L2;GPATCH2L;CLEC14A;CMTM5	random
MGA	k562_463	ARG2;DHRS4L2;GPATCH2L;CTAGE5;MRPL52	random
MGA	k562_463	C14orf1;IPO4;MAP3K9;FOXA1;NDRG2	random
MGA	k562_463	DPF3;KHNYN;NEK9;MBIP;NEDD8	random
MGA	k562_463	ESRRB;MDP1;PGF;MIPOL1;NOP9	random
MGA	k562_463	FOS;NEDD8;PTGR2;NKX2-1;PRKD1	random
MGA	k562_463	JDP2;NFATC4;RBM25;NKX2-8;RAB2B	random
MGA	k562_463	PNMA1;NUBPL;TMED10;PAX9;RNASE2	random
MGA	k562_463	VRTN;NYNRIN;YLPM1;RALGAPA1;SLC22A17	random
MGA	k562_463	VSX2;SDR39U1;ZC2HC1C;SEC23A;TMEM253	random
MGA	k562_482	C6orf89;CDKN1A;KCTD20;MTCH1;PIM1;PPIL1;RNF8;SRSF3;TBC1D22B;TMEM217;TRIM26	real
MGA	k562_482	ABT1;ABCF1;ATAT1;AIF1;ABCC10	random
MGA	k562_482	B3GALT4;C6orf25;DDR1;ATP6V1G2;C6orf223	random
MGA	k562_482	BRD2;C6orf48;HSPA1L;BAK1;C6orf223	random
MGA	k562_482	FKBPL;CFB;LSM2;BTN3A1;CPNE5	random
MGA	k562_482	LEMD2;CMTR1;LY6G6F;HLA-DRA;DNPH1	random
MGA	k562_482	LTB;FLOT1;MICA;LTB;GLTSCR1L	random
MGA	k562_482	MSH5;HLA-B;PRRC2A;MRPS18B;MRPL2	random
MGA	k562_482	NCR3;POU5F1;PRRT1;NFKBIL1;MRPS10	random
MGA	k562_482	STK19;STK19;TNXB;VARS;MRPS18A	random
MGA	k562_482	WDR46;TRIM39;VWA7;VWA7;PPP2R5D	random
MGA	k562_482	ZBTB12;VWA7;ZFAND3;ZBTB22;RPL7L1	random
MGA	k562_490	ABL2;FAM20B;RALGPS2;RASAL2;SOAT1;TOR3A	real
MGA	k562_490	CENPL;ECE1;CNTN2;DFFA;AKIRIN1	random
MGA	k562_490	MRPS14;EIF4G3;MDM4;EXOSC10;FHL3	random
MGA	k562_490	RABGAP1L;NBPF3;PPP1R15B;FBXO2;MANEAL	random
MGA	k562_490	RC3H1;RAP1GAP;SNRPE;PEX14;MTF1	random
MGA	k562_490	SERPINC1;USP48;SOX13;SRM;POU3F1	random
MGA	k562_490	ZBTB37;ZBTB40;ZC3H11A;TARDBP;YRDC	random
MGA	k562_520	C6orf120;WDR27;ERMARD;TCTE3;FAM120B;PDCD2;PHF10;PSMB1;TBP;TTLL2	real
MGA	k562_520	CYB5R4;ARMC2;ATP6V1G2;C6orf1;ARMC2	random
MGA	k562_520	DOPEY1;CD164;CLIC1;C6orf106;C6orf203	random
MGA	k562_520	FAM46A;CEP57L1;HLA-C;CPNE5;CDC40	random
MGA	k562_520	MRAP2;FIG4;HSPA1A;PACSIN1;CEP57L1	random
MGA	k562_520	PGM3;LACE1;MICA;RPS10;FIG4	random
MGA	k562_520	RIPPLY2;MICAL1;NEU1;SNRPC;FOXO3	random
MGA	k562_520	RWDD2A;PPIL6;PPT2;TAF11;MICAL1	random
MGA	k562_520	SNAP91;REV3L;RPS10;TEAD3;PPIL6	random
MGA	k562_520	TBX18;WASF1;TNF;UQCC2;SESN1	random
MGA	k562_520	TBX18;ZBTB24;TNXB;UQCC2;WASF1	random
MGA	k562_521	ACAT2;SOD2;IGF2R;MRPL18;TCP1;SYTL3;TAGAP;TFB1M;WTAP	real
MGA	k562_521	AKAP7;BCLAF1;LYRM4;AMD1;GPSM3	random
MGA	k562_521	ENPP3;ENPP1;MYLK4;CD164;HLA-DPB1	random
MGA	k562_521	EPB41L2;MED23;MYLK4;CDC40;ITPR3	random
MGA	k562_521	MED23;MED23;PXDC1;DDO;PI16	random
MGA	k562_521	MOXD1;MOXD1;RIOK1;FIG4;PSMB8	random
MGA	k562_521	PDE7B;SLC18B1;RIPK1;HDAC2;PSMB9	random
MGA	k562_521	RPS12;SLC2A12;SERPINB9;SLC22A16;RXRB	random
MGA	k562_521	SLC18B1;STX7;TUBB2A;SMPD2;TAF11	random
MGA	k562_521	STX7;VNN2;TUBB2B;WISP3;ZBTB22	random
MGA	k562_548	CCND1;CYB561A3;TMEM138;DDB1;FADD;PPFIA1;PTGDR2;TMEM216;VPS37C	real
MGA	k562_548	APLNR;EIF3F;EPS8L2;ATG2A;APBB1	random
MGA	k562_548	APLNR;EIF4G2;IFITM1;CCDC85B;COPB1	random
MGA	k562_548	CELF1;IPO7;MRPL17;COX8A;INSC	random
MGA	k562_548	MTCH2;RPL27A;PKP3;FAM168A;NRIP3	random
MGA	k562_548	NDUFS3;RPS13;PTDSS2;FCHSD2;RRP8	random
MGA	k562_548	PSMC3;ST5;RIC8A;KCNK7;SOX6	random
MGA	k562_548	PTPRJ;SWAP70;RIC8A;LTBP3;TAF10	random
MGA	k562_548	SLC39A13;USH1C;SWAP70;MAP4K2;ZNF143	random
MGA	k562_548	SPI1;WEE1;ZNF214;NRXN2;ZNF214	random
MGA	k562_554	ATP5E;CDH4;CTSZ;NELFCD;STX16;TUBB1	real
MGA	k562_554	C20orf96;CSNK2A1;DDX27;DBNDD2;ADRM1	random
MGA	k562_554	PCED1A;MRPS26;NCOA3;PIGT;ADRM1	random
MGA	k562_554	PTPRA;RAD21L1;RNF114;SERINC3;OSBPL2	random
MGA	k562_554	SNRPB;RBCK1;SLC9A8;SYS1;PSMA7	random
MGA	k562_554	TMEM239;RBCK1;SNAI1;ZMYND8;SS18L1	random
MGA	k562_554	VPS16;SRXN1;TMEM189;ZSWIM3;SYCP2	random
MGA	k562_556	C4orf48;FGFR3;LETM1;SLBP;TACC3;TMEM129;WFS1;WHSC1;ZNF595;ZNF732	real
MGA	k562_556	ACSL1;CNGA1;C4orf33;ANKRD37;AFF1	random
MGA	k562_556	ANKRD37;COMMD8;C4orf33;C4orf47;C4orf22	random
MGA	k562_556	C4orf47;COMMD8;HSPA4L;CASP3;COPS4	random
MGA	k562_556	CASP3;ERVMER34-1;INTU;CASP3;ENOPH1	random
MGA	k562_556	CENPU;FRYL;JADE1;CENPU;HELQ	random
MGA	k562_556	FAM149A;NFXL1;LARP1B;CYP4V2;HNRNPDL	random
MGA	k562_556	FRG1;NIPAL1;MFSD8;FAM149A;LIN54	random
MGA	k562_556	IRF2;OCIAD2;NUDT6;FRG1;RASGEF1B	random
MGA	k562_556	TLR3;SLAIN2;PGRMC2;LRP2BP;SCD5	random
MGA	k562_556	TRAPPC11;TEC;SCLT1;UFSP2;SEC31A	random
MGA	k562_557	ADD1;HAUS3;POLN;HTT;MXD4;NAT8L;NELFA;RGS12;RNF4;SH3BP2;TNIP2;ZFYVE28	real
MGA	k562_557	C4orf48;C4orf48;CPLX1;CPLX1;CTBP1	random
MGA	k562_557	DGKQ;FGFR3;CTBP1;GAK;DGKQ	random
MGA	k562_557	FGFR3;FGFRL1;DGKQ;IDUA;FGFR3	random
MGA	k562_557	FGFRL1;LETM1;FGFRL1;MAEA;GAK	random
MGA	k562_557	GAK;MAEA;MFSD7;NKX1-1;IDUA	random
MGA	k562_557	GAK;MFSD7;NKX1-1;PIGG;MAEA	random
MGA	k562_557	NKX1-1;NKX1-1;PDE6B;SLBP;MYL5	random
MGA	k562_557	SLBP;PCGF3;SLBP;SLC26A1;PDE6B	random
MGA	k562_557	SLC26A1;TACC3;TMEM129;TMEM175;PIGG	random
MGA	k562_557	TACC3;TMEM175;UVSSA;UVSSA;TMEM175	random
MGA	k562_557	TMEM129;UVSSA;WHSC1;ZNF141;ZNF721	random
MGA	k562_557	UVSSA;WHSC1;WHSC1;ZNF732;ZNF721	random
MGA	k562_578	FTSJ1;PORCN;PQBP1;TIMM17B;RBM3;SSX1;TBC1D25	real
MGA	k562_578	ATP6AP1;ATP6AP1;NDUFA1;ATP6AP1;CFP	random
MGA	k562_578	CMC4;FAM3A;NKAP;CMC4;ELK1	random
MGA	k562_578	DKC1;FAM50A;RHOXF2;DKC1;SSX5	random
MGA	k562_578	LAGE3;GAB3;SEPT6;FAM50A;TIMP1	random
MGA	k562_578	PLXNA3;IKBKG;UBE2A;G6PD;TIMP1	random
MGA	k562_578	SLC10A3;MPP1;UPF3B;GDI1;UXT	random
MGA	k562_578	UBL4A;MTCP1;ZBTB33;IKBKG;ZNF182	random
MGA	k562_587	CCR1;CCR2;CCR5;CCR8;LARS2;SACM1L	real
MGA	k562_587	ARMC8;DPH3;HYAL1;EIF4E3;ANO10	random
MGA	k562_587	ASTE1;OXNAD1;IMPDH2;GPR27;CAMKV	random
MGA	k562_587	IL20RB;PLCL2;NPRL2;GXYLT2;DOCK3	random
MGA	k562_587	PCCB;RAB5A;RBM15B;MAGI1;IMPDH2	random
MGA	k562_587	PPP2R3A;RFTN1;RNF123;RYBP;PRKAR2A	random
MGA	k562_587	STAG1;UBE2E2;TCAIM;UBA3;RBM6	random
MGA	k562_600	COX7A2L;CRIPT;PIGF;EML4;EPCAM;HNRNPLL;MSH2;OXER1;PLEKHH2;SOS1;THADA	real
MGA	k562_600	ACTR2;BMPR2;C2orf49;ABI2;CASP8	random
MGA	k562_600	ANTXR1;CD28;CNOT11;CD28;CDK15	random
MGA	k562_600	ANXA4;CPS1;FHL2;CPS1;CFLAR	random
MGA	k562_600	DGUOK;CREB1;IL18R1;CPS1;CYP20A1	random
MGA	k562_600	EXOC6B;FAM117B;IL1R1;CREB1;FZD5	random
MGA	k562_600	MCEE;FASTKD2;LONRF2;FAM117B;MAP2	random
MGA	k562_600	MEIS1;FZD5;MAP4K4;MAP2;NDUFS1	random
MGA	k562_600	MXD1;KANSL1L;NPAS2;NBEAL1;PIKFYVE	random
MGA	k562_600	PCYOX1;METTL21A;RANBP2;PIKFYVE;PLEKHM3	random
MGA	k562_600	PLEK;PLEKHM3;SH3RF3;RPE;RPE	random
MGA	k562_600	PRADC1;WDR12;SLC9A2;ZDBF2;ZDBF2	random
MGA	k562_601	ATP6V1E2;RHOQ;CALM2;DHX57;MORN2;GALM;MCFD2;SOCS5;SRSF7;TTC7A	real
MGA	k562_601	CPS1;ANKZF1;CCDC93;ATAD2B;ANTXR1	random
MGA	k562_601	FZD5;ATG9A;CKAP2L;DNMT3A;C2orf42	random
MGA	k562_601	IDH1;BCS1L;EPB41L5;DNMT3A;CCT4	random
MGA	k562_601	PECR;DNPEP;IL1A;EFR3B;COMMD1	random
MGA	k562_601	PIKFYVE;GPBAR1;IL36A;FAM49A;FAM161A	random
MGA	k562_601	PLEKHM3;IRS1;MERTK;GEN1;FAM161A	random
MGA	k562_601	SMARCAL1;IRS1;RALB;KCNS3;PCYOX1	random
MGA	k562_601	SMARCAL1;MRPL44;RALB;MFSD2B;PELI1	random
MGA	k562_601	SPAG16;PNKD;SLC20A1;TP53I3;UGP2	random
MGA	k562_601	TMEM169;TUBA4A;ZC3H8;UBXN2A;VPS54	random
MGA	k562_626	ABCD4;ALDH6A1;LIN52;COQ6;FAM161B;ELMSAN1;ENTPD5;ISCA2;NPC2;PTGR2;ZNF410	real
MGA	k562_626	AP1G2;CPNE6;C14orf93;AP1G2;ADSSL1	random
MGA	k562_626	CPNE6;DHRS2;CEBPE;DHRS2;AHNAK2	random
MGA	k562_626	DCAF11;DHRS4;CMTM5;DHRS4;BRF1	random
MGA	k562_626	DHRS2;DHRS4L2;HOMEZ;DHRS4L2;GPR132	random
MGA	k562_626	DHRS4L2;NGDN;JPH4;EMC9;INF2	random
MGA	k562_626	EMC9;NGDN;JPH4;IRF9;JAG2	random
MGA	k562_626	EMC9;NRL;LRP10;JPH4;NUDT14	random
MGA	k562_626	JPH4;PCK2;NGDN;NGDN;PACS2	random
MGA	k562_626	NGDN;PSME1;REM2;PSME2;PLD4	random
MGA	k562_626	THTPA;THTPA;THTPA;RNF31;SIVA1	random
MGA	k562_626	ZFHX2;ZFHX2;ZFHX2;ZFHX2;ZBTB42	random
MGA	k562_637	FAM50A;GDI1;LAGE3;PLXNA3;SLC10A3;UBL4A;TAZ	real
MGA	k562_638	BRCC3;CMC4;MTCP1;CD99L2;DKC1;FUNDC2;F8;G6PD;IKBKG;GAB3;HMGB3;MPP1;MTM1;MTMR1;PNMA5;RAB39B;VBP1	real
MGA	k562_638	ARAF;CXorf56;GLUD2;ABCD1;BEX2	random
MGA	k562_638	CCDC22;DOCK11;GRIA3;GABRE;BEX4	random
MGA	k562_638	DUSP21;KLHL13;NDUFA1;HAUS7;BHLHB9	random
MGA	k562_638	DUSP21;LUZP4;NKAP;MAGEA12;BHLHB9	random
MGA	k562_638	FTSJ1;LUZP4;NKRF;MAGEA8;CXorf57	random
MGA	k562_638	HDAC6;NDUFA1;RHOXF1;MAGEA8;ESX1	random
MGA	k562_638	KCND1;NKAP;RNF113A;MECP2;FAM199X	random
MGA	k562_638	KDM6A;PGRMC1;RPL39;NAA10;NXF3	random
MGA	k562_638	PAGE1;PLS3;SEPT6;PNCK;PIH1D3	random
MGA	k562_638	PAGE1;RHOXF2;SH2D1A;PNMA3;PRPS1	random
MGA	k562_638	PQBP1;RHOXF2;SH2D1A;RENBP;PRPS1	random
MGA	k562_638	PRICKLE3;RNF113A;SOWAHD;RPL10;RAB9B	random
MGA	k562_638	RBM3;SEPT6;STAG2;TAZ;RBM41	random
MGA	k562_638	SYP;SLC25A43;UBE2A;TAZ;TBC1D8B	random
MGA	k562_638	TIMP1;UBE2A;UBE2A;TKTL1;TCEAL4	random
MGA	k562_638	UBA1;UPF3B;UPF3B;TMEM187;TCEAL8	random
MGA	k562_638	WDR45;WDR44;XIAP;VMA21;TMSB15B	random
MGA	k562_679	DLX3;DNAJC7;NKIRAS2;DUSP14;ITGA3;PDK2;PPP1R9B;SAMD14;TMEM106A	real
MGA	k562_679	ATPAF2;CDK5R1;B9D1;ANKRD40;BAIAP2	random
MGA	k562_679	B9D1;FBXL20;NCOR1;FKBP10;CBX4	random
MGA	k562_679	MAP2K3;KRT13;PER1;KRT10;DCXR	random
MGA	k562_679	PROCA1;MIEN1;SHMT1;NBR1;HID1	random
MGA	k562_679	SUZ12;NSRP1;SLC16A11;SOCS7;MAFG	random
MGA	k562_679	TMEM11;ORMDL3;SLC2A4;SRCIN1;MAP2K6	random
MGA	k562_679	TNFAIP1;PIGW;SOX15;TNS4;SEPT9	random
MGA	k562_679	TOP3A;RPL23;WRAP53;TOB1;SLC38A10	random
MGA	k562_679	TRIM16L;SDF2;ZNF624;TUBG2;USH1G	random
